Area,Year,Age,Education,ISOCode,Distribution
Democratic People's Republic of Korea,2015,20--64,Lower Secondary,408,0
Democratic Republic of the Congo,1970,20--64,Lower Secondary,180,8.9
Democratic Republic of the Congo,1975,20--64,Lower Secondary,180,10.9
Democratic Republic of the Congo,1980,20--64,Lower Secondary,180,13.3
Democratic Republic of the Congo,1985,20--64,Lower Secondary,180,16.1
Democratic Republic of the Congo,1990,20--64,Lower Secondary,180,18.6
Democratic Republic of the Congo,1995,20--64,Lower Secondary,180,20.7
Democratic Republic of the Congo,2000,20--64,Lower Secondary,180,22.2
Democratic Republic of the Congo,2005,20--64,Lower Secondary,180,23.2
Democratic Republic of the Congo,2010,20--64,Lower Secondary,180,24.1
Democratic Republic of the Congo,2015,20--64,Lower Secondary,180,25
Denmark,1970,20--64,Lower Secondary,208,59.9
Denmark,1975,20--64,Lower Secondary,208,52.9
Denmark,1980,20--64,Lower Secondary,208,46.7
Denmark,1985,20--64,Lower Secondary,208,41.4
Denmark,1990,20--64,Lower Secondary,208,36.3
Denmark,1995,20--64,Lower Secondary,208,31.9
Denmark,2000,20--64,Lower Secondary,208,28.3
Denmark,2005,20--64,Lower Secondary,208,25.4
Denmark,2010,20--64,Lower Secondary,208,24.1
Denmark,2015,20--64,Lower Secondary,208,21
Djibouti,2015,20--64,Lower Secondary,262,8.3
Dominican Republic,1970,20--64,Lower Secondary,214,10.9
Dominican Republic,1975,20--64,Lower Secondary,214,13.3
Dominican Republic,1980,20--64,Lower Secondary,214,15.6
Dominican Republic,1985,20--64,Lower Secondary,214,17.5
Dominican Republic,1990,20--64,Lower Secondary,214,18.6
Dominican Republic,1995,20--64,Lower Secondary,214,19.5
Dominican Republic,2000,20--64,Lower Secondary,214,20.7
Dominican Republic,2005,20--64,Lower Secondary,214,22.1
Dominican Republic,2010,20--64,Lower Secondary,214,22.8
Dominican Republic,2015,20--64,Lower Secondary,214,23
Ecuador,1970,20--64,Lower Secondary,218,7.9
Ecuador,1975,20--64,Lower Secondary,218,9.7
Ecuador,1980,20--64,Lower Secondary,218,11
Ecuador,1985,20--64,Lower Secondary,218,11.9
Ecuador,1990,20--64,Lower Secondary,218,12.3
Ecuador,1995,20--64,Lower Secondary,218,12.4
Ecuador,2000,20--64,Lower Secondary,218,12.8
Ecuador,2005,20--64,Lower Secondary,218,13.4
Ecuador,2010,20--64,Lower Secondary,218,14.1
Ecuador,2015,20--64,Lower Secondary,218,14.6
Egypt,1970,20--64,Lower Secondary,818,3.4
Egypt,1975,20--64,Lower Secondary,818,3.4
Egypt,1980,20--64,Lower Secondary,818,4
Egypt,1985,20--64,Lower Secondary,818,4.4
Egypt,1990,20--64,Lower Secondary,818,4.8
Egypt,1995,20--64,Lower Secondary,818,5.1
Egypt,2000,20--64,Lower Secondary,818,5.5
Egypt,2005,20--64,Lower Secondary,818,5.8
Egypt,2010,20--64,Lower Secondary,818,5.6
Egypt,2015,20--64,Lower Secondary,818,5.3
El Salvador,1970,20--64,Lower Secondary,222,7.2
El Salvador,1975,20--64,Lower Secondary,222,9.1
El Salvador,1980,20--64,Lower Secondary,222,11
El Salvador,1985,20--64,Lower Secondary,222,12.8
El Salvador,1990,20--64,Lower Secondary,222,14.4
El Salvador,1995,20--64,Lower Secondary,222,15.9
El Salvador,2000,20--64,Lower Secondary,222,17.5
El Salvador,2005,20--64,Lower Secondary,222,18.6
El Salvador,2010,20--64,Lower Secondary,222,19.5
El Salvador,2015,20--64,Lower Secondary,222,20.4
Equatorial Guinea,1970,20--64,Lower Secondary,226,5.5
Equatorial Guinea,1975,20--64,Lower Secondary,226,6.7
Equatorial Guinea,1980,20--64,Lower Secondary,226,9.6
Equatorial Guinea,1985,20--64,Lower Secondary,226,13.9
Equatorial Guinea,1990,20--64,Lower Secondary,226,15.8
Equatorial Guinea,1995,20--64,Lower Secondary,226,17.2
Equatorial Guinea,2000,20--64,Lower Secondary,226,18.1
Equatorial Guinea,2005,20--64,Lower Secondary,226,21.3
Equatorial Guinea,2010,20--64,Lower Secondary,226,24.3
Equatorial Guinea,2015,20--64,Lower Secondary,226,27
Eritrea,2015,20--64,Lower Secondary,232,8.5
Estonia,1970,20--64,Lower Secondary,233,28.9
Estonia,1975,20--64,Lower Secondary,233,29.2
Estonia,1980,20--64,Lower Secondary,233,27.5
Estonia,1985,20--64,Lower Secondary,233,24.8
Estonia,1990,20--64,Lower Secondary,233,21.7
Estonia,1995,20--64,Lower Secondary,233,19.1
Estonia,2000,20--64,Lower Secondary,233,16.9
Estonia,2005,20--64,Lower Secondary,233,15.8
Estonia,2010,20--64,Lower Secondary,233,15.5
Estonia,2015,20--64,Lower Secondary,233,13.3
Ethiopia,1970,20--64,Lower Secondary,231,0.6
Ethiopia,1975,20--64,Lower Secondary,231,0.9
Ethiopia,1980,20--64,Lower Secondary,231,1.1
Ethiopia,1985,20--64,Lower Secondary,231,1.4
Ethiopia,1990,20--64,Lower Secondary,231,1.7
Ethiopia,1995,20--64,Lower Secondary,231,2
Ethiopia,2000,20--64,Lower Secondary,231,2.4
Ethiopia,2005,20--64,Lower Secondary,231,2.5
Ethiopia,2010,20--64,Lower Secondary,231,3.3
Ethiopia,2015,20--64,Lower Secondary,231,4.2
Fiji,1970,20--64,Lower Secondary,242,12.6
Fiji,1975,20--64,Lower Secondary,242,17.5
Fiji,1980,20--64,Lower Secondary,242,23.2
Fiji,1985,20--64,Lower Secondary,242,28.3
Fiji,1990,20--64,Lower Secondary,242,31.2
Fiji,1995,20--64,Lower Secondary,242,33.6
Fiji,2000,20--64,Lower Secondary,242,34.5
Fiji,2005,20--64,Lower Secondary,242,33.8
Fiji,2010,20--64,Lower Secondary,242,32.1
Fiji,2015,20--64,Lower Secondary,242,30.3
Finland,1970,20--64,Lower Secondary,246,11.8
Finland,1975,20--64,Lower Secondary,246,11.6
Finland,1980,20--64,Lower Secondary,246,11.5
Finland,1985,20--64,Lower Secondary,246,11.8
Finland,1990,20--64,Lower Secondary,246,11.9
Finland,1995,20--64,Lower Secondary,246,11.9
Finland,2000,20--64,Lower Secondary,246,12.5
Finland,2005,20--64,Lower Secondary,246,12.9
Finland,2010,20--64,Lower Secondary,246,12.6
Finland,2015,20--64,Lower Secondary,246,11.5
France,1970,20--64,Lower Secondary,250,13.4
France,1975,20--64,Lower Secondary,250,13.1
France,1980,20--64,Lower Secondary,250,12.8
France,1985,20--64,Lower Secondary,250,12.7
France,1990,20--64,Lower Secondary,250,12.5
France,1995,20--64,Lower Secondary,250,12.2
France,2000,20--64,Lower Secondary,250,11.6
France,2005,20--64,Lower Secondary,250,11.2
France,2010,20--64,Lower Secondary,250,10.6
France,2015,20--64,Lower Secondary,250,9.5
French Guiana,1970,20--64,Lower Secondary,254,12
French Guiana,1975,20--64,Lower Secondary,254,12.9
French Guiana,1980,20--64,Lower Secondary,254,13.9
French Guiana,1985,20--64,Lower Secondary,254,14.2
French Guiana,1990,20--64,Lower Secondary,254,13.8
French Guiana,1995,20--64,Lower Secondary,254,13.5
French Guiana,2000,20--64,Lower Secondary,254,13.4
French Guiana,2005,20--64,Lower Secondary,254,13.4
French Guiana,2010,20--64,Lower Secondary,254,13.7
French Guiana,2015,20--64,Lower Secondary,254,13.5
French Polynesia,1970,20--64,Lower Secondary,258,15.1
French Polynesia,1975,20--64,Lower Secondary,258,17.2
French Polynesia,1980,20--64,Lower Secondary,258,18.3
French Polynesia,1985,20--64,Lower Secondary,258,18.8
French Polynesia,1990,20--64,Lower Secondary,258,19.7
French Polynesia,1995,20--64,Lower Secondary,258,20.4
French Polynesia,2000,20--64,Lower Secondary,258,20.9
French Polynesia,2005,20--64,Lower Secondary,258,21.2
French Polynesia,2010,20--64,Lower Secondary,258,20.9
French Polynesia,2015,20--64,Lower Secondary,258,20
Gabon,1970,20--64,Lower Secondary,266,4.1
Gabon,1975,20--64,Lower Secondary,266,6.5
Gabon,1980,20--64,Lower Secondary,266,9.2
Gabon,1985,20--64,Lower Secondary,266,12.1
Gabon,1990,20--64,Lower Secondary,266,15.4
Gabon,1995,20--64,Lower Secondary,266,18.8
Gabon,2000,20--64,Lower Secondary,266,21.8
Gabon,2005,20--64,Lower Secondary,266,23.9
Gabon,2010,20--64,Lower Secondary,266,23.5
Gabon,2015,20--64,Lower Secondary,266,25.6
Gambia,1970,20--64,Lower Secondary,270,2.5
Gambia,1975,20--64,Lower Secondary,270,3.1
Gambia,1980,20--64,Lower Secondary,270,4.2
Gambia,1985,20--64,Lower Secondary,270,5
Gambia,1990,20--64,Lower Secondary,270,6.6
Gambia,1995,20--64,Lower Secondary,270,7.4
Gambia,2000,20--64,Lower Secondary,270,9
Gambia,2005,20--64,Lower Secondary,270,10.3
Gambia,2010,20--64,Lower Secondary,270,11.7
Gambia,2015,20--64,Lower Secondary,270,12.7
Georgia,1970,20--64,Lower Secondary,268,12
Georgia,1975,20--64,Lower Secondary,268,11.8
Georgia,1980,20--64,Lower Secondary,268,10.9
Georgia,1985,20--64,Lower Secondary,268,9.6
Georgia,1990,20--64,Lower Secondary,268,8.2
Georgia,1995,20--64,Lower Secondary,268,6.7
Georgia,2000,20--64,Lower Secondary,268,5.6
Georgia,2005,20--64,Lower Secondary,268,4.7
Georgia,2010,20--64,Lower Secondary,268,4.5
Georgia,2015,20--64,Lower Secondary,268,4.4
Germany,1970,20--64,Lower Secondary,276,38.7
Germany,1975,20--64,Lower Secondary,276,33.5
Germany,1980,20--64,Lower Secondary,276,28.4
Germany,1985,20--64,Lower Secondary,276,24.4
Germany,1990,20--64,Lower Secondary,276,20.2
Germany,1995,20--64,Lower Secondary,276,16.7
Germany,2000,20--64,Lower Secondary,276,14.4
Germany,2005,20--64,Lower Secondary,276,12.5
Germany,2010,20--64,Lower Secondary,276,11.5
Germany,2015,20--64,Lower Secondary,276,10.8
Ghana,1970,20--64,Lower Secondary,288,17.6
Ghana,1975,20--64,Lower Secondary,288,21.5
Ghana,1980,20--64,Lower Secondary,288,24.7
Ghana,1985,20--64,Lower Secondary,288,27.3
Ghana,1990,20--64,Lower Secondary,288,29.5
Ghana,1995,20--64,Lower Secondary,288,31
Ghana,2000,20--64,Lower Secondary,288,32.5
Ghana,2005,20--64,Lower Secondary,288,33.8
Ghana,2010,20--64,Lower Secondary,288,33.8
Ghana,2015,20--64,Lower Secondary,288,34.5
Greece,1970,20--64,Lower Secondary,300,7.9
Greece,1975,20--64,Lower Secondary,300,8.9
Greece,1980,20--64,Lower Secondary,300,9.8
Greece,1985,20--64,Lower Secondary,300,10.5
Greece,1990,20--64,Lower Secondary,300,11.2
Greece,1995,20--64,Lower Secondary,300,11.9
Greece,2000,20--64,Lower Secondary,300,12.4
Greece,2005,20--64,Lower Secondary,300,12.5
Greece,2010,20--64,Lower Secondary,300,12
Greece,2015,20--64,Lower Secondary,300,11.4
Grenada,2015,20--64,Lower Secondary,308,9.6
Guadeloupe,1970,20--64,Lower Secondary,312,11.3
Guadeloupe,1975,20--64,Lower Secondary,312,12.3
Guadeloupe,1980,20--64,Lower Secondary,312,14.4
Guadeloupe,1985,20--64,Lower Secondary,312,15.3
Guadeloupe,1990,20--64,Lower Secondary,312,15.9
Guadeloupe,1995,20--64,Lower Secondary,312,15.6
Guadeloupe,2000,20--64,Lower Secondary,312,15.4
Guadeloupe,2005,20--64,Lower Secondary,312,14.9
Guadeloupe,2010,20--64,Lower Secondary,312,14.5
Guadeloupe,2015,20--64,Lower Secondary,312,13.9
Guam,2015,20--64,Lower Secondary,316,30.9
Guatemala,1970,20--64,Lower Secondary,320,5.3
Guatemala,1975,20--64,Lower Secondary,320,6
Guatemala,1980,20--64,Lower Secondary,320,6.6
Guatemala,1985,20--64,Lower Secondary,320,7.2
Guatemala,1990,20--64,Lower Secondary,320,8
Guatemala,1995,20--64,Lower Secondary,320,8.9
Guatemala,2000,20--64,Lower Secondary,320,9.2
Guatemala,2005,20--64,Lower Secondary,320,10.4
Guatemala,2010,20--64,Lower Secondary,320,11.5
Guatemala,2015,20--64,Lower Secondary,320,12.6
Guinea,1970,20--64,Lower Secondary,324,2.2
Guinea,1975,20--64,Lower Secondary,324,2.9
Guinea,1980,20--64,Lower Secondary,324,2.9
Guinea,1985,20--64,Lower Secondary,324,3
Guinea,1990,20--64,Lower Secondary,324,3.6
Guinea,1995,20--64,Lower Secondary,324,4.5
Guinea,2000,20--64,Lower Secondary,324,5.8
Guinea,2005,20--64,Lower Secondary,324,7.7
Guinea,2010,20--64,Lower Secondary,324,8.2
Guinea,2015,20--64,Lower Secondary,324,9.3
Guinea-Bissau,1970,20--64,Lower Secondary,624,0.7
Guinea-Bissau,1975,20--64,Lower Secondary,624,1.3
Guinea-Bissau,1980,20--64,Lower Secondary,624,2
Guinea-Bissau,1985,20--64,Lower Secondary,624,2.7
Guinea-Bissau,1990,20--64,Lower Secondary,624,3.3
Guinea-Bissau,1995,20--64,Lower Secondary,624,3.9
Guinea-Bissau,2000,20--64,Lower Secondary,624,4.8
Guinea-Bissau,2005,20--64,Lower Secondary,624,5.9
Guinea-Bissau,2010,20--64,Lower Secondary,624,7.1
Guinea-Bissau,2015,20--64,Lower Secondary,624,8.3
Guyana,1970,20--64,Lower Secondary,328,27.4
Guyana,1975,20--64,Lower Secondary,328,29.3
Guyana,1980,20--64,Lower Secondary,328,30.6
Guyana,1985,20--64,Lower Secondary,328,31
Guyana,1990,20--64,Lower Secondary,328,31.3
Guyana,1995,20--64,Lower Secondary,328,31.7
Guyana,2000,20--64,Lower Secondary,328,31.3
Guyana,2005,20--64,Lower Secondary,328,30.7
Guyana,2010,20--64,Lower Secondary,328,29.9
Guyana,2015,20--64,Lower Secondary,328,29
Haiti,1970,20--64,Lower Secondary,332,3
Haiti,1975,20--64,Lower Secondary,332,3.7
Haiti,1980,20--64,Lower Secondary,332,4.3
Haiti,1985,20--64,Lower Secondary,332,5.2
Haiti,1990,20--64,Lower Secondary,332,6.3
Haiti,1995,20--64,Lower Secondary,332,7.7
Haiti,2000,20--64,Lower Secondary,332,9.5
Haiti,2005,20--64,Lower Secondary,332,11.3
Haiti,2010,20--64,Lower Secondary,332,12.5
Haiti,2015,20--64,Lower Secondary,332,13.5
Honduras,1970,20--64,Lower Secondary,340,3
Honduras,1975,20--64,Lower Secondary,340,3.8
Honduras,1980,20--64,Lower Secondary,340,4.5
Honduras,1985,20--64,Lower Secondary,340,5.3
Honduras,1990,20--64,Lower Secondary,340,6
Honduras,1995,20--64,Lower Secondary,340,6.6
Honduras,2000,20--64,Lower Secondary,340,7.1
Honduras,2005,20--64,Lower Secondary,340,7.7
Honduras,2010,20--64,Lower Secondary,340,8.8
Honduras,2015,20--64,Lower Secondary,340,10
Hong Kong Special Administrative Region of China,1970,20--64,Lower Secondary,344,10.5
Hong Kong Special Administrative Region of China,1975,20--64,Lower Secondary,344,12.2
Hong Kong Special Administrative Region of China,1980,20--64,Lower Secondary,344,15.1
Hong Kong Special Administrative Region of China,1985,20--64,Lower Secondary,344,17.3
Hong Kong Special Administrative Region of China,1990,20--64,Lower Secondary,344,18.3
Hong Kong Special Administrative Region of China,1995,20--64,Lower Secondary,344,19
Hong Kong Special Administrative Region of China,2000,20--64,Lower Secondary,344,19.3
Hong Kong Special Administrative Region of China,2005,20--64,Lower Secondary,344,19.2
Hong Kong Special Administrative Region of China,2010,20--64,Lower Secondary,344,18.3
Hong Kong Special Administrative Region of China,2015,20--64,Lower Secondary,344,17
Hungary,1970,20--64,Lower Secondary,348,38.3
Hungary,1975,20--64,Lower Secondary,348,39.3
Hungary,1980,20--64,Lower Secondary,348,38.2
Hungary,1985,20--64,Lower Secondary,348,35.7
Hungary,1990,20--64,Lower Secondary,348,32.9
Hungary,1995,20--64,Lower Secondary,348,29
Hungary,2000,20--64,Lower Secondary,348,24.6
Hungary,2005,20--64,Lower Secondary,348,20.2
Hungary,2010,20--64,Lower Secondary,348,17.6
Hungary,2015,20--64,Lower Secondary,348,14.9
Iceland,1970,20--64,Lower Secondary,352,57.9
Iceland,1975,20--64,Lower Secondary,352,54.3
Iceland,1980,20--64,Lower Secondary,352,50.1
Iceland,1985,20--64,Lower Secondary,352,45.6
Iceland,1990,20--64,Lower Secondary,352,41.5
Iceland,1995,20--64,Lower Secondary,352,38.5
Iceland,2000,20--64,Lower Secondary,352,36
Iceland,2005,20--64,Lower Secondary,352,34.2
Iceland,2010,20--64,Lower Secondary,352,33
Iceland,2015,20--64,Lower Secondary,352,29.9
India,1970,20--64,Lower Secondary,356,6.8
India,1975,20--64,Lower Secondary,356,8.2
India,1980,20--64,Lower Secondary,356,8.8
India,1985,20--64,Lower Secondary,356,9.3
India,1990,20--64,Lower Secondary,356,10
India,1995,20--64,Lower Secondary,356,10.8
India,2000,20--64,Lower Secondary,356,11.6
India,2005,20--64,Lower Secondary,356,12.2
India,2010,20--64,Lower Secondary,356,12.6
India,2015,20--64,Lower Secondary,356,13.7
Indonesia,1970,20--64,Lower Secondary,360,5.7
Indonesia,1975,20--64,Lower Secondary,360,7.2
Indonesia,1980,20--64,Lower Secondary,360,8.5
Indonesia,1985,20--64,Lower Secondary,360,10.2
Indonesia,1990,20--64,Lower Secondary,360,12.3
Indonesia,1995,20--64,Lower Secondary,360,13.7
Indonesia,2000,20--64,Lower Secondary,360,14.9
Indonesia,2005,20--64,Lower Secondary,360,16.1
Indonesia,2010,20--64,Lower Secondary,360,17.4
Indonesia,2015,20--64,Lower Secondary,360,18.3
Iran (Islamic Republic of),1970,20--64,Lower Secondary,364,5.9
Iran (Islamic Republic of),1975,20--64,Lower Secondary,364,8.3
Iran (Islamic Republic of),1980,20--64,Lower Secondary,364,10
Iran (Islamic Republic of),1985,20--64,Lower Secondary,364,11.2
Iran (Islamic Republic of),1990,20--64,Lower Secondary,364,12.3
Iran (Islamic Republic of),1995,20--64,Lower Secondary,364,14.2
Iran (Islamic Republic of),2000,20--64,Lower Secondary,364,17
Iran (Islamic Republic of),2005,20--64,Lower Secondary,364,19.6
Iran (Islamic Republic of),2010,20--64,Lower Secondary,364,20.7
Iran (Islamic Republic of),2015,20--64,Lower Secondary,364,19.5
Iraq,1970,20--64,Lower Secondary,368,5
Iraq,1975,20--64,Lower Secondary,368,6.2
Iraq,1980,20--64,Lower Secondary,368,7
Iraq,1985,20--64,Lower Secondary,368,8.2
Iraq,1990,20--64,Lower Secondary,368,8.9
Iraq,1995,20--64,Lower Secondary,368,9.1
Iraq,2000,20--64,Lower Secondary,368,9.7
Iraq,2005,20--64,Lower Secondary,368,10.5
Iraq,2010,20--64,Lower Secondary,368,11.7
Iraq,2015,20--64,Lower Secondary,368,12.3
Ireland,1970,20--64,Lower Secondary,372,15
Ireland,1975,20--64,Lower Secondary,372,15.6
Ireland,1980,20--64,Lower Secondary,372,16.4
Ireland,1985,20--64,Lower Secondary,372,17.1
Ireland,1990,20--64,Lower Secondary,372,17.2
Ireland,1995,20--64,Lower Secondary,372,16.9
Ireland,2000,20--64,Lower Secondary,372,16.5
Ireland,2005,20--64,Lower Secondary,372,15.4
Ireland,2010,20--64,Lower Secondary,372,14
Ireland,2015,20--64,Lower Secondary,372,12.7
Israel,1970,20--64,Lower Secondary,376,16.5
Israel,1975,20--64,Lower Secondary,376,18
Israel,1980,20--64,Lower Secondary,376,19.1
Israel,1985,20--64,Lower Secondary,376,20.5
Israel,1990,20--64,Lower Secondary,376,20.9
Israel,1995,20--64,Lower Secondary,376,20.7
Israel,2000,20--64,Lower Secondary,376,20.1
Israel,2005,20--64,Lower Secondary,376,19.1
Israel,2010,20--64,Lower Secondary,376,18.5
Israel,2015,20--64,Lower Secondary,376,17.9
Italy,1970,20--64,Lower Secondary,380,17.8
Italy,1975,20--64,Lower Secondary,380,21
Italy,1980,20--64,Lower Secondary,380,24.3
Italy,1985,20--64,Lower Secondary,380,27
Italy,1990,20--64,Lower Secondary,380,29.8
Italy,1995,20--64,Lower Secondary,380,31.9
Italy,2000,20--64,Lower Secondary,380,33.2
Italy,2005,20--64,Lower Secondary,380,33.6
Italy,2010,20--64,Lower Secondary,380,33.1
Italy,2015,20--64,Lower Secondary,380,31.5
Jamaica,1970,20--64,Lower Secondary,388,19.9
Jamaica,1975,20--64,Lower Secondary,388,24.6
Jamaica,1980,20--64,Lower Secondary,388,31.9
Jamaica,1985,20--64,Lower Secondary,388,38.5
Jamaica,1990,20--64,Lower Secondary,388,44
Jamaica,1995,20--64,Lower Secondary,388,48.5
Jamaica,2000,20--64,Lower Secondary,388,52.6
Jamaica,2005,20--64,Lower Secondary,388,53.7
Jamaica,2010,20--64,Lower Secondary,388,54.4
Jamaica,2015,20--64,Lower Secondary,388,54
Japan,1970,20--64,Lower Secondary,392,31.2
Japan,1975,20--64,Lower Secondary,392,29.3
Japan,1980,20--64,Lower Secondary,392,26.9
Japan,1985,20--64,Lower Secondary,392,24
Japan,1990,20--64,Lower Secondary,392,20.7
Japan,1995,20--64,Lower Secondary,392,17.1
Japan,2000,20--64,Lower Secondary,392,13.9
Japan,2005,20--64,Lower Secondary,392,11.2
Japan,2010,20--64,Lower Secondary,392,8.8
Japan,2015,20--64,Lower Secondary,392,6.3
Jordan,1970,20--64,Lower Secondary,400,8.5
Jordan,1975,20--64,Lower Secondary,400,8.3
Jordan,1980,20--64,Lower Secondary,400,9.1
Jordan,1985,20--64,Lower Secondary,400,9.6
Jordan,1990,20--64,Lower Secondary,400,10.1
Jordan,1995,20--64,Lower Secondary,400,10.6
Jordan,2000,20--64,Lower Secondary,400,11.2
Jordan,2005,20--64,Lower Secondary,400,12.2
Jordan,2010,20--64,Lower Secondary,400,13.1
Jordan,2015,20--64,Lower Secondary,400,13.8
Kazakhstan,1970,20--64,Lower Secondary,398,20
Kazakhstan,1975,20--64,Lower Secondary,398,19.8
Kazakhstan,1980,20--64,Lower Secondary,398,18.4
Kazakhstan,1985,20--64,Lower Secondary,398,16.5
Kazakhstan,1990,20--64,Lower Secondary,398,14.5
Kazakhstan,1995,20--64,Lower Secondary,398,12.8
Kazakhstan,2000,20--64,Lower Secondary,398,11.2
Kazakhstan,2005,20--64,Lower Secondary,398,9.7
Kazakhstan,2010,20--64,Lower Secondary,398,8.7
Kazakhstan,2015,20--64,Lower Secondary,398,7.5
Kenya,1970,20--64,Lower Secondary,404,8.3
Kenya,1975,20--64,Lower Secondary,404,10.5
Kenya,1980,20--64,Lower Secondary,404,12.4
Kenya,1985,20--64,Lower Secondary,404,14.6
Kenya,1990,20--64,Lower Secondary,404,17
Kenya,1995,20--64,Lower Secondary,404,19.7
Kenya,2000,20--64,Lower Secondary,404,22.1
Kenya,2005,20--64,Lower Secondary,404,25
Kenya,2010,20--64,Lower Secondary,404,27.2
Kenya,2015,20--64,Lower Secondary,404,28.4
Kiribati,1970,20--64,Lower Secondary,296,9.7
Kiribati,1975,20--64,Lower Secondary,296,11.4
Kiribati,1980,20--64,Lower Secondary,296,13.1
Kiribati,1985,20--64,Lower Secondary,296,14.9
Kiribati,1990,20--64,Lower Secondary,296,16.5
Kiribati,1995,20--64,Lower Secondary,296,17.8
Kiribati,2000,20--64,Lower Secondary,296,18.9
Kiribati,2005,20--64,Lower Secondary,296,19.7
Kiribati,2010,20--64,Lower Secondary,296,19.8
Kiribati,2015,20--64,Lower Secondary,296,19.9
Kuwait,1970,20--64,Lower Secondary,414,9.8
Kuwait,1975,20--64,Lower Secondary,414,9.4
Kuwait,1980,20--64,Lower Secondary,414,12
Kuwait,1985,20--64,Lower Secondary,414,14.5
Kuwait,1990,20--64,Lower Secondary,414,16.6
Kuwait,1995,20--64,Lower Secondary,414,19.8
Kuwait,2000,20--64,Lower Secondary,414,22.4
Kuwait,2005,20--64,Lower Secondary,414,25.3
Kuwait,2010,20--64,Lower Secondary,414,27.7
Kuwait,2015,20--64,Lower Secondary,414,27.7
Kyrgyzstan,1970,20--64,Lower Secondary,417,21.2
Kyrgyzstan,1975,20--64,Lower Secondary,417,22.5
Kyrgyzstan,1980,20--64,Lower Secondary,417,22
Kyrgyzstan,1985,20--64,Lower Secondary,417,20.5
Kyrgyzstan,1990,20--64,Lower Secondary,417,18.8
Kyrgyzstan,1995,20--64,Lower Secondary,417,17.4
Kyrgyzstan,2000,20--64,Lower Secondary,417,16.2
Kyrgyzstan,2005,20--64,Lower Secondary,417,15
Kyrgyzstan,2010,20--64,Lower Secondary,417,13.6
Kyrgyzstan,2015,20--64,Lower Secondary,417,11.5
Lao People's Democratic Republic,1970,20--64,Lower Secondary,418,2.7
Lao People's Democratic Republic,1975,20--64,Lower Secondary,418,3.3
Lao People's Democratic Republic,1980,20--64,Lower Secondary,418,4.1
Lao People's Democratic Republic,1985,20--64,Lower Secondary,418,5.4
Lao People's Democratic Republic,1990,20--64,Lower Secondary,418,6.7
Lao People's Democratic Republic,1995,20--64,Lower Secondary,418,7.6
Lao People's Democratic Republic,2000,20--64,Lower Secondary,418,8.4
Lao People's Democratic Republic,2005,20--64,Lower Secondary,418,9.7
Lao People's Democratic Republic,2010,20--64,Lower Secondary,418,11.7
Lao People's Democratic Republic,2015,20--64,Lower Secondary,418,13.5
Latvia,1970,20--64,Lower Secondary,428,33
Latvia,1975,20--64,Lower Secondary,428,30
Latvia,1980,20--64,Lower Secondary,428,26.5
Latvia,1985,20--64,Lower Secondary,428,22.8
Latvia,1990,20--64,Lower Secondary,428,19.1
Latvia,1995,20--64,Lower Secondary,428,15.8
Latvia,2000,20--64,Lower Secondary,428,13.1
Latvia,2005,20--64,Lower Secondary,428,12.1
Latvia,2010,20--64,Lower Secondary,428,12.7
Latvia,2015,20--64,Lower Secondary,428,11.6
Lebanon,1970,20--64,Lower Secondary,422,13.9
Lebanon,1975,20--64,Lower Secondary,422,18.6
Lebanon,1980,20--64,Lower Secondary,422,22.1
Lebanon,1985,20--64,Lower Secondary,422,24.7
Lebanon,1990,20--64,Lower Secondary,422,27.1
Lebanon,1995,20--64,Lower Secondary,422,29.8
Lebanon,2000,20--64,Lower Secondary,422,31.7
Lebanon,2005,20--64,Lower Secondary,422,31.7
Lebanon,2010,20--64,Lower Secondary,422,31.5
Lebanon,2015,20--64,Lower Secondary,422,30.9
Lesotho,1970,20--64,Lower Secondary,426,3.1
Lesotho,1975,20--64,Lower Secondary,426,3.7
Lesotho,1980,20--64,Lower Secondary,426,4.4
Lesotho,1985,20--64,Lower Secondary,426,5
Lesotho,1990,20--64,Lower Secondary,426,6
Lesotho,1995,20--64,Lower Secondary,426,7.3
Lesotho,2000,20--64,Lower Secondary,426,8.6
Lesotho,2005,20--64,Lower Secondary,426,9.7
Lesotho,2010,20--64,Lower Secondary,426,10.7
Lesotho,2015,20--64,Lower Secondary,426,11.2
Liberia,1970,20--64,Lower Secondary,430,3.3
Liberia,1975,20--64,Lower Secondary,430,4.6
Liberia,1980,20--64,Lower Secondary,430,5.8
Liberia,1985,20--64,Lower Secondary,430,6.7
Liberia,1990,20--64,Lower Secondary,430,7.4
Liberia,1995,20--64,Lower Secondary,430,8
Liberia,2000,20--64,Lower Secondary,430,8.7
Liberia,2005,20--64,Lower Secondary,430,9.8
Liberia,2010,20--64,Lower Secondary,430,11
Liberia,2015,20--64,Lower Secondary,430,12.1
Libyan Arab Jamahiriya,2015,20--64,Lower Secondary,434,15.3
Lithuania,1970,20--64,Lower Secondary,440,17.6
Lithuania,1975,20--64,Lower Secondary,440,18.1
Lithuania,1980,20--64,Lower Secondary,440,17.3
Lithuania,1985,20--64,Lower Secondary,440,15.6
Lithuania,1990,20--64,Lower Secondary,440,13.6
Lithuania,1995,20--64,Lower Secondary,440,12
Lithuania,2000,20--64,Lower Secondary,440,10.5
Lithuania,2005,20--64,Lower Secondary,440,9.6
Lithuania,2010,20--64,Lower Secondary,440,9.4
Lithuania,2015,20--64,Lower Secondary,440,8.6
