Area,Year,Age,ISOCode,Population
Mauritania,1990,65+,478,63.1
Mauritania,1995,65+,478,73.9
Mauritania,2000,65+,478,85.6
Mauritania,2005,65+,478,98.1
Mauritania,2010,65+,478,112.1
Mauritania,2015,65+,478,129.7
Mauritius,1970,65+,480,21.3
Mauritius,1975,65+,480,24.8
Mauritius,1980,65+,480,35.1
Mauritius,1985,65+,480,41.7
Mauritius,1990,65+,480,49.7
Mauritius,1995,65+,480,58.7
Mauritius,2000,65+,480,72.8
Mauritius,2005,65+,480,80.5
Mauritius,2010,65+,480,95.2
Mauritius,2015,65+,480,125.4
Mayotte,1970,65+,175,1.9
Mayotte,1975,65+,175,2.1
Mayotte,1980,65+,175,2.3
Mayotte,1985,65+,175,2.4
Mayotte,1990,65+,175,2.9
Mayotte,1995,65+,175,3.7
Mayotte,2000,65+,175,4.6
Mayotte,2005,65+,175,5.7
Mayotte,2010,65+,175,7.2
Mayotte,2015,65+,175,9
Mexico,1970,65+,484,1941.8
Mexico,1975,65+,484,2269.5
Mexico,1980,65+,484,2662
Mexico,1985,65+,484,3033.9
Mexico,1990,65+,484,3644.1
Mexico,1995,65+,484,4370.1
Mexico,2000,65+,484,5149.4
Mexico,2005,65+,484,5863.1
Mexico,2010,65+,484,6972.6
Mexico,2015,65+,484,8160
Micronesia (Federated States of),1970,65+,583,2
Micronesia (Federated States of),1975,65+,583,2.7
Micronesia (Federated States of),1980,65+,583,2.6
Micronesia (Federated States of),1985,65+,583,3.1
Micronesia (Federated States of),1990,65+,583,3.4
Micronesia (Federated States of),1995,65+,583,3.8
Micronesia (Federated States of),2000,65+,583,4
Micronesia (Federated States of),2005,65+,583,4.3
Micronesia (Federated States of),2010,65+,583,4
Micronesia (Federated States of),2015,65+,583,4.5
Mongolia,1970,65+,496,61.2
Mongolia,1975,65+,496,72
Mongolia,1980,65+,496,75.9
Mongolia,1985,65+,496,83.3
Mongolia,1990,65+,496,90.1
Mongolia,1995,65+,496,87.3
Mongolia,2000,65+,496,88.5
Mongolia,2005,65+,496,94.1
Mongolia,2010,65+,496,103.4
Mongolia,2015,65+,496,115.6
Montenegro,1970,65+,499,37.4
Montenegro,1975,65+,499,43.5
Montenegro,1980,65+,499,47.2
Montenegro,1985,65+,499,47.3
Montenegro,1990,65+,499,50.7
Montenegro,1995,65+,499,60.8
Montenegro,2000,65+,499,71
Montenegro,2005,65+,499,80.5
Montenegro,2010,65+,499,79.6
Montenegro,2015,65+,499,87.3
Morocco,1970,65+,504,551.6
Morocco,1975,65+,504,616.2
Morocco,1980,65+,504,658
Morocco,1985,65+,504,759.5
Morocco,1990,65+,504,975.3
Morocco,1995,65+,504,1270.2
Morocco,2000,65+,504,1517.2
Morocco,2005,65+,504,1750.9
Morocco,2010,65+,504,1990
Morocco,2015,65+,504,2226.1
Mozambique,1970,65+,508,270
Mozambique,1975,65+,508,310.6
Mozambique,1980,65+,508,358.7
Mozambique,1985,65+,508,398.7
Mozambique,1990,65+,508,423.8
Mozambique,1995,65+,508,486.1
Mozambique,2000,65+,508,569
Mozambique,2005,65+,508,672
Mozambique,2010,65+,508,756.2
Mozambique,2015,65+,508,877.5
Myanmar,1970,65+,104,994
Myanmar,1975,65+,104,1157.5
Myanmar,1980,65+,104,1330.7
Myanmar,1985,65+,104,1552
Myanmar,1990,65+,104,1771.5
Myanmar,1995,65+,104,2041.9
Myanmar,2000,65+,104,2269.3
Myanmar,2005,65+,104,2440.4
Myanmar,2010,65+,104,2605.8
Myanmar,2015,65+,104,2787.1
Namibia,1970,65+,516,27.8
Namibia,1975,65+,516,31.3
Namibia,1980,65+,516,35
Namibia,1985,65+,516,40
Namibia,1990,65+,516,47.8
Namibia,1995,65+,516,55.9
Namibia,2000,65+,516,62.9
Namibia,2005,65+,516,67.5
Namibia,2010,65+,516,75.2
Namibia,2015,65+,516,84.4
Nepal,1970,65+,524,351.2
Nepal,1975,65+,524,417.7
Nepal,1980,65+,524,488.9
Nepal,1985,65+,524,567.3
Nepal,1990,65+,524,661.3
Nepal,1995,65+,524,776.1
Nepal,2000,65+,524,895.1
Nepal,2005,65+,524,1114.3
Nepal,2010,65+,524,1336.2
Nepal,2015,65+,524,1569.3
Netherlands,1970,65+,528,1310.6
Netherlands,1975,65+,528,1458.8
Netherlands,1980,65+,528,1609.7
Netherlands,1985,65+,528,1722.5
Netherlands,1990,65+,528,1894.3
Netherlands,1995,65+,528,2025.1
Netherlands,2000,65+,528,2156.7
Netherlands,2005,65+,528,2296
Netherlands,2010,65+,528,2586.8
Netherlands,2015,65+,528,3035.4
New Caledonia,1970,65+,540,3.8
New Caledonia,1975,65+,540,5.3
New Caledonia,1980,65+,540,6.2
New Caledonia,1985,65+,540,7.2
New Caledonia,1990,65+,540,8.4
New Caledonia,1995,65+,540,9.8
New Caledonia,2000,65+,540,12.5
New Caledonia,2005,65+,540,15.8
New Caledonia,2010,65+,540,23.4
New Caledonia,2015,65+,540,26.2
New Zealand,1970,65+,554,239.1
New Zealand,1975,65+,554,268.1
New Zealand,1980,65+,554,306.9
New Zealand,1985,65+,554,337.1
New Zealand,1990,65+,554,376.4
New Zealand,1995,65+,554,423.4
New Zealand,2000,65+,554,453.9
New Zealand,2005,65+,554,496.8
New Zealand,2010,65+,554,568.1
New Zealand,2015,65+,554,675.9
Nicaragua,1970,65+,558,61.1
Nicaragua,1975,65+,558,73.9
Nicaragua,1980,65+,558,90.1
Nicaragua,1985,65+,558,109.1
Nicaragua,1990,65+,558,132.8
Nicaragua,1995,65+,558,161.6
Nicaragua,2000,65+,558,192.9
Nicaragua,2005,65+,558,230
Nicaragua,2010,65+,558,271.7
Nicaragua,2015,65+,558,309.3
Niger,1970,65+,562,71.8
Niger,1975,65+,562,91.9
Niger,1980,65+,562,115.3
Niger,1985,65+,562,144.8
Niger,1990,65+,562,184.7
Niger,1995,65+,562,230.4
Niger,2000,65+,562,277.8
Niger,2005,65+,562,333.1
Niger,2010,65+,562,410.5
Niger,2015,65+,562,505.8
Nigeria,1970,65+,566,1584.7
Nigeria,1975,65+,566,1781.9
Nigeria,1980,65+,566,2044.6
Nigeria,1985,65+,566,2385.9
Nigeria,1990,65+,566,2743.8
Nigeria,1995,65+,566,3102
Nigeria,2000,65+,566,3444.2
Nigeria,2005,65+,566,3813.8
Nigeria,2010,65+,566,4357.8
Nigeria,2015,65+,566,4957.5
Norway,1970,65+,578,498.7
Norway,1975,65+,578,547.5
Norway,1980,65+,578,599.8
Norway,1985,65+,578,648.7
Norway,1990,65+,578,690.7
Norway,1995,65+,578,695.2
Norway,2000,65+,578,681.4
Norway,2005,65+,578,681.1
Norway,2010,65+,578,734.3
Norway,2015,65+,578,847.8
Occupied Palestinian Territory,1970,65+,275,32.1
Occupied Palestinian Territory,1975,65+,275,33.3
Occupied Palestinian Territory,1980,65+,275,34.1
Occupied Palestinian Territory,1985,65+,275,37.5
Occupied Palestinian Territory,1990,65+,275,44.8
Occupied Palestinian Territory,1995,65+,275,55.9
Occupied Palestinian Territory,2000,65+,275,73.3
Occupied Palestinian Territory,2005,65+,275,89.9
Occupied Palestinian Territory,2010,65+,275,110.9
Occupied Palestinian Territory,2015,65+,275,138.7
Oman,1970,65+,512,23
Oman,1975,65+,512,27
Oman,1980,65+,512,31.5
Oman,1985,65+,512,36.2
Oman,1990,65+,512,41.4
Oman,1995,65+,512,45.7
Oman,2000,65+,512,55.2
Oman,2005,65+,512,65
Oman,2010,65+,512,81.8
Oman,2015,65+,512,97.2
Pakistan,1970,65+,586,2216
Pakistan,1975,65+,586,2536.8
Pakistan,1980,65+,586,3001.5
Pakistan,1985,65+,586,3573.5
Pakistan,1990,65+,586,4205.3
Pakistan,1995,65+,586,4893.2
Pakistan,2000,65+,586,5662.5
Pakistan,2005,65+,586,6543.4
Pakistan,2010,65+,586,7533.8
Pakistan,2015,65+,586,8493.5
Panama,1970,65+,591,57.4
Panama,1975,65+,591,68.4
Panama,1980,65+,591,82.3
Panama,1985,65+,591,98.8
Panama,1990,65+,591,117.5
Panama,1995,65+,591,139.7
Panama,2000,65+,591,167.3
Panama,2005,65+,591,202.5
Panama,2010,65+,591,246.3
Panama,2015,65+,591,299.9
Papua New Guinea,1970,65+,598,66.8
Papua New Guinea,1975,65+,598,76.1
Papua New Guinea,1980,65+,598,89.4
Papua New Guinea,1985,65+,598,106.8
Papua New Guinea,1990,65+,598,126.6
Papua New Guinea,1995,65+,598,149.7
Papua New Guinea,2000,65+,598,176
Papua New Guinea,2005,65+,598,206.7
Papua New Guinea,2010,65+,598,243.2
Papua New Guinea,2015,65+,598,288.7
Paraguay,1970,65+,600,86.3
Paraguay,1975,65+,600,102.1
Paraguay,1980,65+,600,121.6
Paraguay,1985,65+,600,145.1
Paraguay,1990,65+,600,172.4
Paraguay,1995,65+,600,206.1
Paraguay,2000,65+,600,235.3
Paraguay,2005,65+,600,280
Paraguay,2010,65+,600,331.4
Paraguay,2015,65+,600,399.7
Peru,1970,65+,604,462.8
Peru,1975,65+,604,543.3
Peru,1980,65+,604,633.4
Peru,1985,65+,604,737.2
Peru,1990,65+,604,869.8
Peru,1995,65+,604,1045.7
Peru,2000,65+,604,1265.7
Peru,2005,65+,604,1564.4
Peru,2010,65+,604,1820.6
Peru,2015,65+,604,2141.5
Philippines,1970,65+,608,1070.3
Philippines,1975,65+,608,1292.6
Philippines,1980,65+,608,1522.7
Philippines,1985,65+,608,1720.5
Philippines,1990,65+,608,1946.4
Philippines,1995,65+,608,2153.4
Philippines,2000,65+,608,2516.5
Philippines,2005,65+,608,2998.9
Philippines,2010,65+,608,3877.9
Philippines,2015,65+,608,4650.4
Poland,1970,65+,616,2687.1
Poland,1975,65+,616,3255.9
Poland,1980,65+,616,3610.7
Poland,1985,65+,616,3488.1
Poland,1990,65+,616,3846.3
Poland,1995,65+,616,4275.7
Poland,2000,65+,616,4713.4
Poland,2005,65+,616,5093.7
Poland,2010,65+,616,5204.2
Poland,2015,65+,616,5973.9
Portugal,1970,65+,620,841.1
Portugal,1975,65+,620,969.5
Portugal,1980,65+,620,1123.2
Portugal,1985,65+,620,1208.5
Portugal,1990,65+,620,1350.7
Portugal,1995,65+,620,1511.3
Portugal,2000,65+,620,1671.8
Portugal,2005,65+,620,1800.6
Portugal,2010,65+,620,1988.7
Portugal,2015,65+,620,2160.7
Puerto Rico,1970,65+,630,176.4
Puerto Rico,1975,65+,630,184.4
Puerto Rico,1980,65+,630,251.9
Puerto Rico,1985,65+,630,292.4
Puerto Rico,1990,65+,630,342.4
Puerto Rico,1995,65+,630,386.1
Puerto Rico,2000,65+,630,429.7
Puerto Rico,2005,65+,630,457.4
Puerto Rico,2010,65+,630,482.2
Puerto Rico,2015,65+,630,532.9
Qatar,1970,65+,634,2.1
Qatar,1975,65+,634,3.5
Qatar,1980,65+,634,3.4
Qatar,1985,65+,634,4.6
Qatar,1990,65+,634,6
Qatar,1995,65+,634,7.1
Qatar,2000,65+,634,9.9
Qatar,2005,65+,634,10.7
Qatar,2010,65+,634,18.7
Qatar,2015,65+,634,27
Republic of Korea,1970,65+,410,1042.6
Republic of Korea,1975,65+,410,1206.7
Republic of Korea,1980,65+,410,1446.3
Republic of Korea,1985,65+,410,1754.7
Republic of Korea,1990,65+,410,2140
Republic of Korea,1995,65+,410,2639.2
Republic of Korea,2000,65+,410,3390.2
Republic of Korea,2005,65+,410,4376.9
Republic of Korea,2010,65+,410,5443.5
Republic of Korea,2015,65+,410,6559.7
Republic of Moldova,1970,65+,498,227.7
Republic of Moldova,1975,65+,498,261.1
Republic of Moldova,1980,65+,498,310.6
Republic of Moldova,1985,65+,498,317.7
Republic of Moldova,1990,65+,498,361.9
Republic of Moldova,1995,65+,498,391
Republic of Moldova,2000,65+,498,395.8
Republic of Moldova,2005,65+,498,412.7
Republic of Moldova,2010,65+,498,414.5
Republic of Moldova,2015,65+,498,404.1
Reunion,1970,65+,638,15.6
Reunion,1975,65+,638,19
Reunion,1980,65+,638,22.6
Reunion,1985,65+,638,28.6
Reunion,1990,65+,638,34.4
Reunion,1995,65+,638,40.9
Reunion,2000,65+,638,49.2
Reunion,2005,65+,638,57.9
Reunion,2010,65+,638,71.1
Reunion,2015,65+,638,89.3
Romania,1970,65+,642,1739.3
Romania,1975,65+,642,2040.2
Romania,1980,65+,642,2304.8
Romania,1985,65+,642,2189.3
Romania,1990,65+,642,2444.1
Romania,1995,65+,642,2767.3
Romania,2000,65+,642,3012.4
Romania,2005,65+,642,3255.9
Romania,2010,65+,642,3212.9
Romania,2015,65+,642,3379
Russian Federation,1970,65+,643,10046.1
Russian Federation,1975,65+,643,12082.5
Russian Federation,1980,65+,643,14202.1
Russian Federation,1985,65+,643,14091.6
Russian Federation,1990,65+,643,15206.7
Russian Federation,1995,65+,643,17994.5
Russian Federation,2000,65+,643,18216.5
Russian Federation,2005,65+,643,19848
Russian Federation,2010,65+,643,18735.3
Russian Federation,2015,65+,643,19408.5
Rwanda,1970,65+,646,103.7
Rwanda,1975,65+,646,112.6
Rwanda,1980,65+,646,120.9
Rwanda,1985,65+,646,131.8
Rwanda,1990,65+,646,160.7
Rwanda,1995,65+,646,127.7
Rwanda,2000,65+,646,258.9
Rwanda,2005,65+,646,243.7
Rwanda,2010,65+,646,274.4
Rwanda,2015,65+,646,326.7
Saint Lucia,1970,65+,662,4.8
Saint Lucia,1975,65+,662,5.4
Saint Lucia,1980,65+,662,6
Saint Lucia,1985,65+,662,6.9
Saint Lucia,1990,65+,662,10.3
Saint Lucia,1995,65+,662,11.3
Saint Lucia,2000,65+,662,11.9
Saint Lucia,2005,65+,662,12
Saint Lucia,2010,65+,662,15
Saint Lucia,2015,65+,662,16.6
Saint Vincent and the Grenadines,1970,65+,670,4.3
Saint Vincent and the Grenadines,1975,65+,670,5.2
Saint Vincent and the Grenadines,1980,65+,670,5.8
Saint Vincent and the Grenadines,1985,65+,670,6
Saint Vincent and the Grenadines,1990,65+,670,6.7
Saint Vincent and the Grenadines,1995,65+,670,7.2
Saint Vincent and the Grenadines,2000,65+,670,7.5
Saint Vincent and the Grenadines,2005,65+,670,7.8
Saint Vincent and the Grenadines,2010,65+,670,7.4
Saint Vincent and the Grenadines,2015,65+,670,8
Samoa,1970,65+,882,3.3
Samoa,1975,65+,882,3.7
Samoa,1980,65+,882,4.3
Samoa,1985,65+,882,4.9
Samoa,1990,65+,882,6.3
Samoa,1995,65+,882,7.1
Samoa,2000,65+,882,7.8
Samoa,2005,65+,882,8.7
Samoa,2010,65+,882,9.5
Samoa,2015,65+,882,10.3
Sao Tome and Principe,1970,65+,678,3.6
Sao Tome and Principe,1975,65+,678,3.3
Sao Tome and Principe,1980,65+,678,4.6
Sao Tome and Principe,1985,65+,678,4.8
Sao Tome and Principe,1990,65+,678,5.3
Sao Tome and Principe,1995,65+,678,5.9
Sao Tome and Principe,2000,65+,678,6.4
Sao Tome and Principe,2005,65+,678,6.8
Sao Tome and Principe,2010,65+,678,6.3
Sao Tome and Principe,2015,65+,678,5.9
Saudi Arabia,1970,65+,682,200.8
Saudi Arabia,1975,65+,682,241.9
Saudi Arabia,1980,65+,682,293.9
Saudi Arabia,1985,65+,682,345.6
Saudi Arabia,1990,65+,682,459.5
Saudi Arabia,1995,65+,682,545.4
Saudi Arabia,2000,65+,682,623
Saudi Arabia,2005,65+,682,700.1
Saudi Arabia,2010,65+,682,817.5
Saudi Arabia,2015,65+,682,963.5
Senegal,1970,65+,686,106
Senegal,1975,65+,686,124.4
Senegal,1980,65+,686,148.5
Senegal,1985,65+,686,181.2
Senegal,1990,65+,686,223.5
Senegal,1995,65+,686,270.6
Senegal,2000,65+,686,314
Senegal,2005,65+,686,357
Senegal,2010,65+,686,400.5
Senegal,2015,65+,686,448.5
Serbia,1970,65+,688,676.3
Serbia,1975,65+,688,786.4
Serbia,1980,65+,688,820.9
Serbia,1985,65+,688,786.7
Serbia,1990,65+,688,912.4
Serbia,1995,65+,688,1130.8
Serbia,2000,65+,688,1299
Serbia,2005,65+,688,1355.9
Serbia,2010,65+,688,1368.5
Serbia,2015,65+,688,1443.2
Seychelles,1970,65+,690,3.2
Seychelles,1975,65+,690,3.6
Seychelles,1980,65+,690,4.4
Seychelles,1985,65+,690,4.8
Seychelles,1990,65+,690,4.7
Seychelles,1995,65+,690,5.4
Seychelles,2000,65+,690,6.3
Seychelles,2005,65+,690,6.3
Seychelles,2010,65+,690,7
Seychelles,2015,65+,690,7.7
Sierra Leone,1970,65+,694,75.6
Sierra Leone,1975,65+,694,86.6
Sierra Leone,1980,65+,694,99.3
Sierra Leone,1985,65+,694,111
Sierra Leone,1990,65+,694,119.1
Sierra Leone,1995,65+,694,105
Sierra Leone,2000,65+,694,101.3
Sierra Leone,2005,65+,694,126.6
Sierra Leone,2010,65+,694,156.8
Sierra Leone,2015,65+,694,181.1
Singapore,1970,65+,702,69
Singapore,1975,65+,702,92.9
Singapore,1980,65+,702,114
Singapore,1985,65+,702,142.8
Singapore,1990,65+,702,168.7
Singapore,1995,65+,702,220.9
Singapore,2000,65+,702,287.5
Singapore,2005,65+,702,369.6
Singapore,2010,65+,702,457.7
Singapore,2015,65+,702,646.9
Slovakia,1970,65+,703,410.9
Slovakia,1975,65+,703,477.7
Slovakia,1980,65+,703,525.2
Slovakia,1985,65+,703,474.2
Slovakia,1990,65+,703,544.9
Slovakia,1995,65+,703,581.1
Slovakia,2000,65+,703,612.7
Slovakia,2005,65+,703,629.1
Slovakia,2010,65+,703,668.2
Slovakia,2015,65+,703,764.6
Slovenia,1970,65+,705,164.6
Slovenia,1975,65+,705,191.3
Slovenia,1980,65+,705,208.9
Slovenia,1985,65+,705,191.6
Slovenia,1990,65+,705,213.5
Slovenia,1995,65+,705,244.7
Slovenia,2000,65+,705,280.6
Slovenia,2005,65+,705,309.5
Slovenia,2010,65+,705,342.2
Slovenia,2015,65+,705,374.2
Solomon Islands,1970,65+,90,5.6
Solomon Islands,1975,65+,90,6.2
Solomon Islands,1980,65+,90,7.3
Solomon Islands,1985,65+,90,7.8
Solomon Islands,1990,65+,90,8.7
Solomon Islands,1995,65+,90,9.6
Solomon Islands,2000,65+,90,11.6
Solomon Islands,2005,65+,90,14
Solomon Islands,2010,65+,90,17.3
Solomon Islands,2015,65+,90,20.2
Somalia,1970,65+,706,109.4
Somalia,1975,65+,706,126.1
Somalia,1980,65+,706,200.3
Somalia,1985,65+,706,199.3
Somalia,1990,65+,706,203.1
Somalia,1995,65+,706,194.2
Somalia,2000,65+,706,216.8
Somalia,2005,65+,706,246.2
Somalia,2010,65+,706,317.4
Somalia,2015,65+,706,373.7
South Africa,1970,65+,710,775.4
South Africa,1975,65+,710,829.9
South Africa,1980,65+,710,902
South Africa,1985,65+,710,1026.8
South Africa,1990,65+,710,1174.8
South Africa,1995,65+,710,1404.9
South Africa,2000,65+,710,1787.4
South Africa,2005,65+,710,2232
South Africa,2010,65+,710,2607.6
South Africa,2015,65+,710,2809.5
South Sudan,1970,65+,728,90.5
South Sudan,1975,65+,728,103.5
South Sudan,1980,65+,728,122
South Sudan,1985,65+,728,144.9
South Sudan,1990,65+,728,158.2
South Sudan,1995,65+,728,156.5
South Sudan,2000,65+,728,202.7
South Sudan,2005,65+,728,259.1
South Sudan,2010,65+,728,339.7
South Sudan,2015,65+,728,412.3
Spain,1970,65+,724,3256.5
Spain,1975,65+,724,3674.2
Spain,1980,65+,724,4161.2
Spain,1985,65+,724,4572.7
Spain,1990,65+,724,5233.2
Spain,1995,65+,724,5992.9
Spain,2000,65+,724,6780.3
Spain,2005,65+,724,7293.6
Spain,2010,65+,724,7999
Spain,2015,65+,724,8758.7
Sri Lanka,1970,65+,144,461.8
Sri Lanka,1975,65+,144,546.1
Sri Lanka,1980,65+,144,656.4
Sri Lanka,1985,65+,144,791.2
Sri Lanka,1990,65+,144,949.3
Sri Lanka,1995,65+,144,1104.7
Sri Lanka,2000,65+,144,1169.9
Sri Lanka,2005,65+,144,1336.1
Sri Lanka,2010,65+,144,1477.5
Sri Lanka,2015,65+,144,1926.2
Sudan,1970,65+,729,307.9
Sudan,1975,65+,729,359.8
Sudan,1980,65+,729,425
Sudan,1985,65+,729,500.8
Sudan,1990,65+,729,588.8
Sudan,1995,65+,729,729.7
Sudan,2000,65+,729,837.8
Sudan,2005,65+,729,971.9
Sudan,2010,65+,729,1135.3
Sudan,2015,65+,729,1335.5
Suriname,1970,65+,740,14.4
Suriname,1975,65+,740,14.1
Suriname,1980,65+,740,15.9
Suriname,1985,65+,740,16.8
Suriname,1990,65+,740,19.2
Suriname,1995,65+,740,22.6
Suriname,2000,65+,740,26.7
Suriname,2005,65+,740,30.4
Suriname,2010,65+,740,32.7
Suriname,2015,65+,740,37
Swaziland,1970,65+,748,12.1
Swaziland,1975,65+,748,14
Swaziland,1980,65+,748,16.5
Swaziland,1985,65+,748,19.6
Swaziland,1990,65+,748,23.3
Swaziland,1995,65+,748,26.9
Swaziland,2000,65+,748,31.4
Swaziland,2005,65+,748,34.9
Swaziland,2010,65+,748,36.6
Swaziland,2015,65+,748,41
Sweden,1970,65+,752,1099.6
Sweden,1975,65+,752,1238.1
Sweden,1980,65+,752,1354
Sweden,1985,65+,752,1439.6
Sweden,1990,65+,752,1522
Sweden,1995,65+,752,1541.4
Sweden,2000,65+,752,1531.8
Sweden,2005,65+,752,1560.1
Sweden,2010,65+,752,1707.9
Sweden,2015,65+,752,1913.5
Switzerland,1970,65+,756,693.4
Switzerland,1975,65+,756,787.4
Switzerland,1980,65+,756,870.8
Switzerland,1985,65+,756,902.6
Switzerland,1990,65+,756,972.1
Switzerland,1995,65+,756,1030.1
Switzerland,2000,65+,756,1096.4
Switzerland,2005,65+,756,1171.9
Switzerland,2010,65+,756,1323.9
Switzerland,2015,65+,756,1497.3
Syrian Arab Republic,1970,65+,760,210.6
Syrian Arab Republic,1975,65+,760,232.8
Syrian Arab Republic,1980,65+,760,263.6
Syrian Arab Republic,1985,65+,760,308.5
Syrian Arab Republic,1990,65+,760,376.6
Syrian Arab Republic,1995,65+,760,457.8
Syrian Arab Republic,2000,65+,760,549.6
Syrian Arab Republic,2005,65+,760,617.2
Syrian Arab Republic,2010,65+,760,729.2
Syrian Arab Republic,2015,65+,760,756.9
Taiwan Province of China,1970,65+,158,397
Taiwan Province of China,1975,65+,158,499.1
Taiwan Province of China,1980,65+,158,704.7
Taiwan Province of China,1985,65+,158,935.3
Taiwan Province of China,1990,65+,158,1231.3
Taiwan Province of China,1995,65+,158,1565.6
Taiwan Province of China,2000,65+,158,1860.3
Taiwan Province of China,2005,65+,158,2175.8
Taiwan Province of China,2010,65+,158,2496.9
Taiwan Province of China,2015,65+,158,2879.2
Tajikistan,1970,65+,762,149.1
Tajikistan,1975,65+,762,160.8
Tajikistan,1980,65+,762,179.8
Tajikistan,1985,65+,762,183
Tajikistan,1990,65+,762,203.1
Tajikistan,1995,65+,762,222.2
Tajikistan,2000,65+,762,219.1
Tajikistan,2005,65+,762,264.1
Tajikistan,2010,65+,762,263
Tajikistan,2015,65+,762,284
Thailand,1970,65+,764,1291.2
Thailand,1975,65+,764,1514.6
Thailand,1980,65+,764,1775.3
Thailand,1985,65+,764,2072.6
Thailand,1990,65+,764,2556.3
Thailand,1995,65+,764,3255
Thailand,2000,65+,764,4116.1
Thailand,2005,65+,764,5078.1
Thailand,2010,65+,764,5934.8
Thailand,2015,65+,764,7253.5
The former Yugoslav Republic of Macedonia,1970,65+,807,81.3
The former Yugoslav Republic of Macedonia,1975,65+,807,100.2
The former Yugoslav Republic of Macedonia,1980,65+,807,121.9
The former Yugoslav Republic of Macedonia,1985,65+,807,121.5
The former Yugoslav Republic of Macedonia,1990,65+,807,143.8
The former Yugoslav Republic of Macedonia,1995,65+,807,157.2
The former Yugoslav Republic of Macedonia,2000,65+,807,185.3
The former Yugoslav Republic of Macedonia,2005,65+,807,213.6
The former Yugoslav Republic of Macedonia,2010,65+,807,232.3
The former Yugoslav Republic of Macedonia,2015,65+,807,260.4
Timor-Leste,1970,65+,626,15.8
Timor-Leste,1975,65+,626,17.8
Timor-Leste,1980,65+,626,12.6
Timor-Leste,1985,65+,626,12.8
Timor-Leste,1990,65+,626,12.9
Timor-Leste,1995,65+,626,17.2
Timor-Leste,2000,65+,626,19.3
Timor-Leste,2005,65+,626,25.7
Timor-Leste,2010,65+,626,45.3
Timor-Leste,2015,65+,626,42.9
Togo,1970,65+,768,60.4
Togo,1975,65+,768,68.9
Togo,1980,65+,768,79.4
Togo,1985,65+,768,96.1
Togo,1990,65+,768,112.4
Togo,1995,65+,768,127.1
Togo,2000,65+,768,139
Togo,2005,65+,768,153.7
Togo,2010,65+,768,173
Togo,2015,65+,768,206.9
Tonga,1970,65+,776,2.4
Tonga,1975,65+,776,2.7
Tonga,1980,65+,776,3.1
Tonga,1985,65+,776,3.6
Tonga,1990,65+,776,4.3
Tonga,1995,65+,776,5.1
Tonga,2000,65+,776,5.6
Tonga,2005,65+,776,6.1
Tonga,2010,65+,776,6.1
Tonga,2015,65+,776,6.2
Trinidad and Tobago,1970,65+,780,39.9
Trinidad and Tobago,1975,65+,780,49
Trinidad and Tobago,1980,65+,780,59.4
Trinidad and Tobago,1985,65+,780,65.2
Trinidad and Tobago,1990,65+,780,70.4
Trinidad and Tobago,1995,65+,780,76.3
Trinidad and Tobago,2000,65+,780,82.8
Trinidad and Tobago,2005,65+,780,93.8
Trinidad and Tobago,2010,65+,780,110.1
Trinidad and Tobago,2015,65+,780,128
Tunisia,1970,65+,788,176.2
Tunisia,1975,65+,788,207
Tunisia,1980,65+,788,249.1
Tunisia,1985,65+,788,326.1
Tunisia,1990,65+,788,401.3
Tunisia,1995,65+,788,507
Tunisia,2000,65+,788,653
Tunisia,2005,65+,788,746.4
Tunisia,2010,65+,788,795.3
Tunisia,2015,65+,788,857.9
Turkey,1970,65+,792,1370.2
Turkey,1975,65+,792,1749.4
Turkey,1980,65+,792,2064.6
Turkey,1985,65+,792,2160.2
Turkey,1990,65+,792,2453.8
Turkey,1995,65+,792,2998.9
Turkey,2000,65+,792,3788.1
Turkey,2005,65+,792,4442.1
Turkey,2010,65+,792,5085.9
Turkey,2015,65+,792,6106.6
Turkmenistan,1970,65+,795,102.2
Turkmenistan,1975,65+,795,112.6
Turkmenistan,1980,65+,795,122.4
Turkmenistan,1985,65+,795,125.6
Turkmenistan,1990,65+,795,139
Turkmenistan,1995,65+,795,172.6
Turkmenistan,2000,65+,795,193.2
Turkmenistan,2005,65+,795,218.4
Turkmenistan,2010,65+,795,210.5
Turkmenistan,2015,65+,795,226.8
Uganda,1970,65+,800,245.4
Uganda,1975,65+,800,283.8
Uganda,1980,65+,800,330.3
Uganda,1985,65+,800,388.4
Uganda,1990,65+,800,467.7
Uganda,1995,65+,800,555.8
Uganda,2000,65+,800,650.8
Uganda,2005,65+,800,673
Uganda,2010,65+,800,764.5
Uganda,2015,65+,800,873
Ukraine,1970,65+,804,4361.7
Ukraine,1975,65+,804,5147.2
Ukraine,1980,65+,804,5906.6
Ukraine,1985,65+,804,5693.2
Ukraine,1990,65+,804,6169.8
Ukraine,1995,65+,804,6889.3
Ukraine,2000,65+,804,6740.9
Ukraine,2005,65+,804,7451.8
Ukraine,2010,65+,804,7194.4
Ukraine,2015,65+,804,7094.6
United Arab Emirates,1970,65+,784,3.3
United Arab Emirates,1975,65+,784,8.2
United Arab Emirates,1980,65+,784,14.8
United Arab Emirates,1985,65+,784,16.5
United Arab Emirates,1990,65+,784,21.2
United Arab Emirates,1995,65+,784,23.8
United Arab Emirates,2000,65+,784,32.2
United Arab Emirates,2005,65+,784,40.3
United Arab Emirates,2010,65+,784,62.1
United Arab Emirates,2015,65+,784,93.6
United Kingdom of Great Britain and Northern Ireland,1970,65+,826,7249.5
