Area,Year,Age,Education,ISOCode,Distribution
Ireland,2015,15+,Lower Secondary,372,15.4
Israel,2015,15+,Lower Secondary,376,20.1
Italy,2015,15+,Lower Secondary,380,31.5
Jamaica,2015,15+,Lower Secondary,388,53.3
Japan,2015,15+,Lower Secondary,392,15.7
Jordan,2015,15+,Lower Secondary,400,17.8
Kazakhstan,2015,15+,Lower Secondary,398,11.5
Kenya,2015,15+,Lower Secondary,404,30.8
Kiribati,2015,15+,Lower Secondary,296,23.9
Kuwait,2015,15+,Lower Secondary,414,29.4
Kyrgyzstan,2015,15+,Lower Secondary,417,16.4
Lao People's Democratic Republic,2015,15+,Lower Secondary,418,17.2
Latvia,2015,15+,Lower Secondary,428,16.8
Lebanon,2015,15+,Lower Secondary,422,33.4
Lesotho,2015,15+,Lower Secondary,426,11.5
Liberia,2015,15+,Lower Secondary,430,13.7
Libyan Arab Jamahiriya,2015,15+,Lower Secondary,434,19.4
Lithuania,2015,15+,Lower Secondary,440,13.3
Luxembourg,2015,15+,Lower Secondary,442,16.7
Macao Special Administrative Region of China,2015,15+,Lower Secondary,446,23.6
Madagascar,2015,15+,Lower Secondary,450,10.7
Malawi,2015,15+,Lower Secondary,454,26
Malaysia,2015,15+,Lower Secondary,458,23.1
Maldives,2015,15+,Lower Secondary,462,28.3
Mali,2015,15+,Lower Secondary,466,6.6
Malta,2015,15+,Lower Secondary,470,42.1
Martinique,2015,15+,Lower Secondary,474,15.6
Mauritania,2015,15+,Lower Secondary,478,11.2
Mauritius,2015,15+,Lower Secondary,480,17.2
Mayotte,2015,15+,Lower Secondary,175,19.5
Mexico,2015,15+,Lower Secondary,484,32.7
Micronesia (Federated States of),2015,15+,Lower Secondary,583,39.4
Mongolia,2015,15+,Lower Secondary,496,19.1
Montenegro,2015,15+,Lower Secondary,499,19.8
Morocco,2015,15+,Lower Secondary,504,15
Mozambique,2015,15+,Lower Secondary,508,14.6
Myanmar,2015,15+,Lower Secondary,104,23.1
Namibia,2015,15+,Lower Secondary,516,19.4
Nepal,2015,15+,Lower Secondary,524,14
Netherlands,2015,15+,Lower Secondary,528,22.1
New Caledonia,2015,15+,Lower Secondary,540,20
New Zealand,2015,15+,Lower Secondary,554,10.2
Nicaragua,2015,15+,Lower Secondary,558,13.4
Niger,2015,15+,Lower Secondary,562,4
Nigeria,2015,15+,Lower Secondary,566,9.8
Norway,2015,15+,Lower Secondary,578,27
Occupied Palestinian Territory,2015,15+,Lower Secondary,275,39.6
Oman,2015,15+,Lower Secondary,512,17
Pakistan,2015,15+,Lower Secondary,586,14.9
Panama,2015,15+,Lower Secondary,591,17.2
Papua New Guinea,2015,15+,Lower Secondary,598,16.7
Paraguay,2015,15+,Lower Secondary,600,18.1
Peru,2015,15+,Lower Secondary,604,12.9
Philippines,2015,15+,Lower Secondary,608,9.7
Poland,2015,15+,Lower Secondary,616,17.2
Portugal,2015,15+,Lower Secondary,620,20.3
Puerto Rico,2015,15+,Lower Secondary,630,12.7
Qatar,2015,15+,Lower Secondary,634,13.7
Republic of Korea,2015,15+,Lower Secondary,410,12.1
Republic of Moldova,2015,15+,Lower Secondary,498,26.3
Reunion,2015,15+,Lower Secondary,638,16.4
Romania,2015,15+,Lower Secondary,642,27.1
Russian Federation,2015,15+,Lower Secondary,643,9.9
Rwanda,2015,15+,Lower Secondary,646,6.9
Saint Lucia,2015,15+,Lower Secondary,662,11.6
Saint Vincent and the Grenadines,2015,15+,Lower Secondary,670,18.5
Samoa,2015,15+,Lower Secondary,882,40.8
Sao Tome and Principe,2015,15+,Lower Secondary,678,14.5
Saudi Arabia,2015,15+,Lower Secondary,682,20.9
Senegal,2015,15+,Lower Secondary,686,11.5
Serbia,2015,15+,Lower Secondary,688,20.7
Seychelles,2015,15+,Lower Secondary,690,16.1
Sierra Leone,2015,15+,Lower Secondary,694,13.2
Singapore,2015,15+,Lower Secondary,702,11.8
Slovakia,2015,15+,Lower Secondary,703,14.2
Slovenia,2015,15+,Lower Secondary,705,21.9
Solomon Islands,2015,15+,Lower Secondary,90,17.1
Somalia,2015,15+,Lower Secondary,706,13.3
South Africa,2015,15+,Lower Secondary,710,30.6
South Sudan,2015,15+,Lower Secondary,728,0
Spain,2015,15+,Lower Secondary,724,28.9
Sri Lanka,2015,15+,Lower Secondary,144,26.9
Sudan,2015,15+,Lower Secondary,729,13.2
Suriname,2015,15+,Lower Secondary,740,44
Swaziland,2015,15+,Lower Secondary,748,19.2
Sweden,2015,15+,Lower Secondary,752,18
Switzerland,2015,15+,Lower Secondary,756,16.6
Syrian Arab Republic,2015,15+,Lower Secondary,760,18
Taiwan Province of China,2015,15+,Lower Secondary,158,18.2
Tajikistan,2015,15+,Lower Secondary,762,14.6
Thailand,2015,15+,Lower Secondary,764,15.5
The former Yugoslav Republic of Macedonia,2015,15+,Lower Secondary,807,23.3
Timor-Leste,2015,15+,Lower Secondary,626,17.2
Togo,2015,15+,Lower Secondary,768,8.3
Tonga,2015,15+,Lower Secondary,776,52
Trinidad and Tobago,2015,15+,Lower Secondary,780,25.6
Tunisia,2015,15+,Lower Secondary,788,28.3
Turkey,2015,15+,Lower Secondary,792,26.8
Turkmenistan,2015,15+,Lower Secondary,795,11.7
Uganda,2015,15+,Lower Secondary,800,14.4
Ukraine,2015,15+,Lower Secondary,804,11.1
United Arab Emirates,2015,15+,Lower Secondary,784,20.9
United Kingdom of Great Britain and Northern Ireland,2015,15+,Lower Secondary,826,33.2
United Republic of Tanzania,2015,15+,Lower Secondary,834,11.3
United States of America,2015,15+,Lower Secondary,840,10.7
United States Virgin Islands,2015,15+,Lower Secondary,850,10.3
Uruguay,2015,15+,Lower Secondary,858,28.5
Uzbekistan,2015,15+,Lower Secondary,860,14
Vanuatu,2015,15+,Lower Secondary,548,19.8
Venezuela (Bolivarian Republic of),2015,15+,Lower Secondary,862,25.4
Viet Nam,2015,15+,Lower Secondary,704,33.8
Western Sahara,2015,15+,Lower Secondary,732,10.5
World,2015,15+,Lower Secondary,900,23.2
Yemen,2015,15+,Lower Secondary,887,0
Zambia,2015,15+,Lower Secondary,894,22.4
Zimbabwe,2015,15+,Lower Secondary,716,21.6
Afghanistan,2015,25+,Lower Secondary,4,0
Albania,2015,25+,Lower Secondary,8,42.2
Algeria,2015,25+,Lower Secondary,12,24.6
Angola,2015,25+,Lower Secondary,24,6.4
Antigua and Barbuda,2015,25+,Lower Secondary,28,9
Argentina,2015,25+,Lower Secondary,32,6.7
Armenia,2015,25+,Lower Secondary,51,5.5
Aruba,2015,25+,Lower Secondary,533,29
Australia,2015,25+,Lower Secondary,36,4.3
Austria,2015,25+,Lower Secondary,40,17.1
Azerbaijan,2015,25+,Lower Secondary,31,10.7
Bahamas,2015,25+,Lower Secondary,44,6.7
Bahrain,2015,25+,Lower Secondary,48,15.1
Bangladesh,2015,25+,Lower Secondary,50,13.3
Barbados,2015,25+,Lower Secondary,52,8.5
Belarus,2015,25+,Lower Secondary,112,6
Belgium,2015,25+,Lower Secondary,56,20.8
Belize,2015,25+,Lower Secondary,84,8.4
Benin,2015,25+,Lower Secondary,204,7.7
Bhutan,2015,25+,Lower Secondary,64,15.5
Bolivia (Plurinational State of),2015,25+,Lower Secondary,68,17.2
Bosnia and Herzegovina,2015,25+,Lower Secondary,70,18.6
Botswana,2015,25+,Lower Secondary,72,18.6
Brazil,2015,25+,Lower Secondary,76,15.6
Brunei Darussalam,2015,25+,Lower Secondary,96,17.3
Bulgaria,2015,25+,Lower Secondary,100,19.3
Burkina Faso,2015,25+,Lower Secondary,854,7.3
Burundi,2015,25+,Lower Secondary,108,3.7
Cambodia,2015,25+,Lower Secondary,116,16.5
Cameroon,2015,25+,Lower Secondary,120,17.1
Canada,2015,25+,Lower Secondary,124,9.1
Cape Verde,2015,25+,Lower Secondary,132,19.8
Central African Republic,2015,25+,Lower Secondary,140,16
Chad,2015,25+,Lower Secondary,148,4.8
Channel Islands,2015,25+,Lower Secondary,830,33.1
Chile,2015,25+,Lower Secondary,152,24.9
China,2015,25+,Lower Secondary,156,44.6
Colombia,2015,25+,Lower Secondary,170,6.7
Comoros,2015,25+,Lower Secondary,174,11.9
Congo,2015,25+,Lower Secondary,178,21.6
Costa Rica,2015,25+,Lower Secondary,188,9.8
Cote d'Ivoire,2015,25+,Lower Secondary,384,8.6
Croatia,2015,25+,Lower Secondary,191,16.4
Cuba,2015,25+,Lower Secondary,192,29
Curaçao,2015,25+,Lower Secondary,531,40.2
Cyprus,2015,25+,Lower Secondary,196,8.9
Czech Republic,2015,25+,Lower Secondary,203,11.6
Democratic People's Republic of Korea,2015,25+,Lower Secondary,408,0
Democratic Republic of the Congo,2015,25+,Lower Secondary,180,22.6
Denmark,2015,25+,Lower Secondary,208,24.5
Djibouti,2015,25+,Lower Secondary,262,7.1
Dominican Republic,2015,25+,Lower Secondary,214,21
Ecuador,2015,25+,Lower Secondary,218,13.2
Egypt,2015,25+,Lower Secondary,818,4.6
El Salvador,2015,25+,Lower Secondary,222,16.7
Equatorial Guinea,2015,25+,Lower Secondary,226,24.7
Eritrea,2015,25+,Lower Secondary,232,7.3
Estonia,2015,25+,Lower Secondary,233,14.9
Ethiopia,2015,25+,Lower Secondary,231,3.1
Fiji,2015,25+,Lower Secondary,242,29.2
Finland,2015,25+,Lower Secondary,246,8.6
France,2015,25+,Lower Secondary,250,9.3
French Guiana,2015,25+,Lower Secondary,254,12.8
French Polynesia,2015,25+,Lower Secondary,258,20.1
Gabon,2015,25+,Lower Secondary,266,23.1
Gambia,2015,25+,Lower Secondary,270,9.9
Georgia,2015,25+,Lower Secondary,268,5.2
Germany,2015,25+,Lower Secondary,276,14.6
Ghana,2015,25+,Lower Secondary,288,33.2
Greece,2015,25+,Lower Secondary,300,10.2
Grenada,2015,25+,Lower Secondary,308,8.8
Guadeloupe,2015,25+,Lower Secondary,312,13.4
Guam,2015,25+,Lower Secondary,316,29
Guatemala,2015,25+,Lower Secondary,320,10.8
Guinea,2015,25+,Lower Secondary,324,7.2
Guinea-Bissau,2015,25+,Lower Secondary,624,6.2
Guyana,2015,25+,Lower Secondary,328,28.8
Haiti,2015,25+,Lower Secondary,332,11
Honduras,2015,25+,Lower Secondary,340,8
Hong Kong Special Administrative Region of China,2015,25+,Lower Secondary,344,16.6
Hungary,2015,25+,Lower Secondary,348,20.2
Iceland,2015,25+,Lower Secondary,352,32.5
India,2015,25+,Lower Secondary,356,12
Indonesia,2015,25+,Lower Secondary,360,16.9
Iran (Islamic Republic of),2015,25+,Lower Secondary,364,16.9
Iraq,2015,25+,Lower Secondary,368,10.7
Ireland,2015,25+,Lower Secondary,372,13.6
Israel,2015,25+,Lower Secondary,376,17.7
Italy,2015,25+,Lower Secondary,380,29.3
Jamaica,2015,25+,Lower Secondary,388,49.8
Japan,2015,25+,Lower Secondary,392,13.7
Jordan,2015,25+,Lower Secondary,400,12.2
Kazakhstan,2015,25+,Lower Secondary,398,9.2
Kenya,2015,25+,Lower Secondary,404,25.8
Kiribati,2015,25+,Lower Secondary,296,19.1
Kuwait,2015,25+,Lower Secondary,414,26.9
Kyrgyzstan,2015,25+,Lower Secondary,417,12.4
Lao People's Democratic Republic,2015,25+,Lower Secondary,418,11.7
Latvia,2015,25+,Lower Secondary,428,13.9
Lebanon,2015,25+,Lower Secondary,422,29.4
Lesotho,2015,25+,Lower Secondary,426,9.2
Liberia,2015,25+,Lower Secondary,430,10.2
Libyan Arab Jamahiriya,2015,25+,Lower Secondary,434,13.5
Lithuania,2015,25+,Lower Secondary,440,10.2
Luxembourg,2015,25+,Lower Secondary,442,13.8
Macao Special Administrative Region of China,2015,25+,Lower Secondary,446,21.7
Madagascar,2015,25+,Lower Secondary,450,9.3
Malawi,2015,25+,Lower Secondary,454,21.4
Malaysia,2015,25+,Lower Secondary,458,20.5
Maldives,2015,25+,Lower Secondary,462,24.6
Mali,2015,25+,Lower Secondary,466,4.1
Malta,2015,25+,Lower Secondary,470,42.7
Martinique,2015,25+,Lower Secondary,474,13.6
Mauritania,2015,25+,Lower Secondary,478,7.9
Mauritius,2015,25+,Lower Secondary,480,13.5
Mayotte,2015,25+,Lower Secondary,175,14.1
Mexico,2015,25+,Lower Secondary,484,28
Micronesia (Federated States of),2015,25+,Lower Secondary,583,33.6
Mongolia,2015,25+,Lower Secondary,496,16.7
Montenegro,2015,25+,Lower Secondary,499,15
Morocco,2015,25+,Lower Secondary,504,10.7
Mozambique,2015,25+,Lower Secondary,508,9.8
Myanmar,2015,25+,Lower Secondary,104,22.4
Namibia,2015,25+,Lower Secondary,516,17.8
Nepal,2015,25+,Lower Secondary,524,8.3
Netherlands,2015,25+,Lower Secondary,528,20.1
New Caledonia,2015,25+,Lower Secondary,540,18.4
New Zealand,2015,25+,Lower Secondary,554,10
Nicaragua,2015,25+,Lower Secondary,558,9.5
Niger,2015,25+,Lower Secondary,562,2.8
Nigeria,2015,25+,Lower Secondary,566,5.4
Norway,2015,25+,Lower Secondary,578,22.4
Occupied Palestinian Territory,2015,25+,Lower Secondary,275,30.7
Oman,2015,25+,Lower Secondary,512,14.3
Pakistan,2015,25+,Lower Secondary,586,10.3
Panama,2015,25+,Lower Secondary,591,12.2
Papua New Guinea,2015,25+,Lower Secondary,598,12.7
Paraguay,2015,25+,Lower Secondary,600,12.7
Peru,2015,25+,Lower Secondary,604,7
Philippines,2015,25+,Lower Secondary,608,4
Poland,2015,25+,Lower Secondary,616,14.6
Portugal,2015,25+,Lower Secondary,620,17
Puerto Rico,2015,25+,Lower Secondary,630,8.3
Qatar,2015,25+,Lower Secondary,634,12.1
Republic of Korea,2015,25+,Lower Secondary,410,9
Republic of Moldova,2015,25+,Lower Secondary,498,24.1
Reunion,2015,25+,Lower Secondary,638,13
Romania,2015,25+,Lower Secondary,642,23.9
Russian Federation,2015,25+,Lower Secondary,643,8
Rwanda,2015,25+,Lower Secondary,646,4
Saint Lucia,2015,25+,Lower Secondary,662,8.7
Saint Vincent and the Grenadines,2015,25+,Lower Secondary,670,13.3
Samoa,2015,25+,Lower Secondary,882,37.1
Sao Tome and Principe,2015,25+,Lower Secondary,678,10.5
Saudi Arabia,2015,25+,Lower Secondary,682,16.8
Senegal,2015,25+,Lower Secondary,686,8
Serbia,2015,25+,Lower Secondary,688,16.8
Seychelles,2015,25+,Lower Secondary,690,13.5
Sierra Leone,2015,25+,Lower Secondary,694,9.4
Singapore,2015,25+,Lower Secondary,702,9.6
Slovakia,2015,25+,Lower Secondary,703,10.9
Slovenia,2015,25+,Lower Secondary,705,19.8
Solomon Islands,2015,25+,Lower Secondary,90,12.9
Somalia,2015,25+,Lower Secondary,706,9.7
South Africa,2015,25+,Lower Secondary,710,25.1
South Sudan,2015,25+,Lower Secondary,728,0
Spain,2015,25+,Lower Secondary,724,27.6
Sri Lanka,2015,25+,Lower Secondary,144,23.4
Sudan,2015,25+,Lower Secondary,729,8.6
Suriname,2015,25+,Lower Secondary,740,40.8
Swaziland,2015,25+,Lower Secondary,748,15
Sweden,2015,25+,Lower Secondary,752,14.8
Switzerland,2015,25+,Lower Secondary,756,14.1
Syrian Arab Republic,2015,25+,Lower Secondary,760,12
Taiwan Province of China,2015,25+,Lower Secondary,158,15.7
Tajikistan,2015,25+,Lower Secondary,762,7.8
Thailand,2015,25+,Lower Secondary,764,10.7
The former Yugoslav Republic of Macedonia,2015,25+,Lower Secondary,807,21.2
Timor-Leste,2015,25+,Lower Secondary,626,9.2
Togo,2015,25+,Lower Secondary,768,7.3
Tonga,2015,25+,Lower Secondary,776,49
Trinidad and Tobago,2015,25+,Lower Secondary,780,22.7
Tunisia,2015,25+,Lower Secondary,788,21.8
Turkey,2015,25+,Lower Secondary,792,19.1
Turkmenistan,2015,25+,Lower Secondary,795,6.3
Uganda,2015,25+,Lower Secondary,800,11.7
Ukraine,2015,25+,Lower Secondary,804,8.2
United Arab Emirates,2015,25+,Lower Secondary,784,19.1
United Kingdom of Great Britain and Northern Ireland,2015,25+,Lower Secondary,826,33.5
United Republic of Tanzania,2015,25+,Lower Secondary,834,9.4
United States of America,2015,25+,Lower Secondary,840,6.3
United States Virgin Islands,2015,25+,Lower Secondary,850,8.2
Uruguay,2015,25+,Lower Secondary,858,25.3
Uzbekistan,2015,25+,Lower Secondary,860,9.7
Vanuatu,2015,25+,Lower Secondary,548,15.8
Venezuela (Bolivarian Republic of),2015,25+,Lower Secondary,862,20.7
Viet Nam,2015,25+,Lower Secondary,704,30.7
Western Sahara,2015,25+,Lower Secondary,732,8.1
World,2015,25+,Lower Secondary,900,20.6
Yemen,2015,25+,Lower Secondary,887,0
Zambia,2015,25+,Lower Secondary,894,17.8
Zimbabwe,2015,25+,Lower Secondary,716,11
Afghanistan,2015,20--64,Lower Secondary,4,0
Albania,2015,20--64,Lower Secondary,8,43.6
Algeria,2015,20--64,Lower Secondary,12,26.2
Angola,2015,20--64,Lower Secondary,24,10.3
Antigua and Barbuda,2015,20--64,Lower Secondary,28,9.7
Argentina,2015,20--64,Lower Secondary,32,8.3
Armenia,2015,20--64,Lower Secondary,51,5.1
Aruba,2015,20--64,Lower Secondary,533,30.6
Australia,2015,20--64,Lower Secondary,36,2.9
Austria,2015,20--64,Lower Secondary,40,17.1
Azerbaijan,2015,20--64,Lower Secondary,31,9.7
Bahamas,2015,20--64,Lower Secondary,44,5
Bahrain,2015,20--64,Lower Secondary,48,15.7
Bangladesh,2015,20--64,Lower Secondary,50,16
Barbados,2015,20--64,Lower Secondary,52,9.6
Belarus,2015,20--64,Lower Secondary,112,3.5
Belgium,2015,20--64,Lower Secondary,56,18.7
Belize,2015,20--64,Lower Secondary,84,9.7
Benin,2015,20--64,Lower Secondary,204,9.6
Bhutan,2015,20--64,Lower Secondary,64,18.5
Bolivia (Plurinational State of),2015,20--64,Lower Secondary,68,21
Bosnia and Herzegovina,2015,20--64,Lower Secondary,70,18.2
Botswana,2015,20--64,Lower Secondary,72,21.6
Brazil,2015,20--64,Lower Secondary,76,17.3
Brunei Darussalam,2015,20--64,Lower Secondary,96,18.5
Bulgaria,2015,20--64,Lower Secondary,100,15.3
Burkina Faso,2015,20--64,Lower Secondary,854,8.7
Burundi,2015,20--64,Lower Secondary,108,5
Cambodia,2015,20--64,Lower Secondary,116,18.9
Cameroon,2015,20--64,Lower Secondary,120,19
Canada,2015,20--64,Lower Secondary,124,8.3
Cape Verde,2015,20--64,Lower Secondary,132,24
Central African Republic,2015,20--64,Lower Secondary,140,19.8
Chad,2015,20--64,Lower Secondary,148,6.7
Channel Islands,2015,20--64,Lower Secondary,830,26.3
Chile,2015,20--64,Lower Secondary,152,25.2
China,2015,20--64,Lower Secondary,156,47.8
Colombia,2015,20--64,Lower Secondary,170,7.6
Comoros,2015,20--64,Lower Secondary,174,14.1
Congo,2015,20--64,Lower Secondary,178,23.6
Costa Rica,2015,20--64,Lower Secondary,188,11.4
Cote d'Ivoire,2015,20--64,Lower Secondary,384,10.3
Croatia,2015,20--64,Lower Secondary,191,13.4
Cuba,2015,20--64,Lower Secondary,192,29.5
Curaçao,2015,20--64,Lower Secondary,531,39.4
Cyprus,2015,20--64,Lower Secondary,196,9.4
Czech Republic,2015,20--64,Lower Secondary,203,8.7
Democratic People's Republic of Korea,2015,20--64,Lower Secondary,408,0
Democratic Republic of the Congo,2015,20--64,Lower Secondary,180,25
Denmark,2015,20--64,Lower Secondary,208,21
Djibouti,2015,20--64,Lower Secondary,262,8.3
Dominican Republic,2015,20--64,Lower Secondary,214,23
Ecuador,2015,20--64,Lower Secondary,218,14.6
Egypt,2015,20--64,Lower Secondary,818,5.3
El Salvador,2015,20--64,Lower Secondary,222,20.4
Equatorial Guinea,2015,20--64,Lower Secondary,226,27
Eritrea,2015,20--64,Lower Secondary,232,8.5
Estonia,2015,20--64,Lower Secondary,233,13.3
Ethiopia,2015,20--64,Lower Secondary,231,4.2
Fiji,2015,20--64,Lower Secondary,242,30.3
Finland,2015,20--64,Lower Secondary,246,11.5
France,2015,20--64,Lower Secondary,250,9.5
French Guiana,2015,20--64,Lower Secondary,254,13.5
French Polynesia,2015,20--64,Lower Secondary,258,20
Gabon,2015,20--64,Lower Secondary,266,25.6
Gambia,2015,20--64,Lower Secondary,270,12.7
Georgia,2015,20--64,Lower Secondary,268,4.4
Germany,2015,20--64,Lower Secondary,276,10.8
Ghana,2015,20--64,Lower Secondary,288,34.5
Greece,2015,20--64,Lower Secondary,300,11.4
Grenada,2015,20--64,Lower Secondary,308,9.6
Guadeloupe,2015,20--64,Lower Secondary,312,13.9
Guam,2015,20--64,Lower Secondary,316,30.9
Guatemala,2015,20--64,Lower Secondary,320,12.6
Guinea,2015,20--64,Lower Secondary,324,9.3
Guinea-Bissau,2015,20--64,Lower Secondary,624,8.3
Guyana,2015,20--64,Lower Secondary,328,29
Haiti,2015,20--64,Lower Secondary,332,13.5
Honduras,2015,20--64,Lower Secondary,340,10
Hong Kong Special Administrative Region of China,2015,20--64,Lower Secondary,344,17
Hungary,2015,20--64,Lower Secondary,348,14.9
Iceland,2015,20--64,Lower Secondary,352,29.9
India,2015,20--64,Lower Secondary,356,13.7
Indonesia,2015,20--64,Lower Secondary,360,18.3
Iran (Islamic Republic of),2015,20--64,Lower Secondary,364,19.5
Iraq,2015,20--64,Lower Secondary,368,12.3
Ireland,2015,20--64,Lower Secondary,372,12.7
Israel,2015,20--64,Lower Secondary,376,17.9
Italy,2015,20--64,Lower Secondary,380,31.5
Jamaica,2015,20--64,Lower Secondary,388,54
Japan,2015,20--64,Lower Secondary,392,6.3
Jordan,2015,20--64,Lower Secondary,400,13.8
Kazakhstan,2015,20--64,Lower Secondary,398,7.5
Kenya,2015,20--64,Lower Secondary,404,28.4
Kiribati,2015,20--64,Lower Secondary,296,19.9
Kuwait,2015,20--64,Lower Secondary,414,27.7
Kyrgyzstan,2015,20--64,Lower Secondary,417,11.5
Lao People's Democratic Republic,2015,20--64,Lower Secondary,418,13.5
Latvia,2015,20--64,Lower Secondary,428,11.6
Lebanon,2015,20--64,Lower Secondary,422,30.9
Lesotho,2015,20--64,Lower Secondary,426,11.2
Liberia,2015,20--64,Lower Secondary,430,12.1
Libyan Arab Jamahiriya,2015,20--64,Lower Secondary,434,15.3
Lithuania,2015,20--64,Lower Secondary,440,8.6
Luxembourg,2015,20--64,Lower Secondary,442,13.6
Macao Special Administrative Region of China,2015,20--64,Lower Secondary,446,22.4
Madagascar,2015,20--64,Lower Secondary,450,9.9
Malawi,2015,20--64,Lower Secondary,454,24
Malaysia,2015,20--64,Lower Secondary,458,20.3
Maldives,2015,20--64,Lower Secondary,462,28.3
Mali,2015,20--64,Lower Secondary,466,5.1
Malta,2015,20--64,Lower Secondary,470,46.2
Martinique,2015,20--64,Lower Secondary,474,13.8
Mauritania,2015,20--64,Lower Secondary,478,9.1
Mauritius,2015,20--64,Lower Secondary,480,15.5
Mayotte,2015,20--64,Lower Secondary,175,15.2
Mexico,2015,20--64,Lower Secondary,484,31.1
Micronesia (Federated States of),2015,20--64,Lower Secondary,583,33.7
Mongolia,2015,20--64,Lower Secondary,496,16
Montenegro,2015,20--64,Lower Secondary,499,13.8
Morocco,2015,20--64,Lower Secondary,504,12.5
Mozambique,2015,20--64,Lower Secondary,508,12.3
Myanmar,2015,20--64,Lower Secondary,104,23.4
Namibia,2015,20--64,Lower Secondary,516,20.5
Nepal,2015,20--64,Lower Secondary,524,10.3
Netherlands,2015,20--64,Lower Secondary,528,16.4
New Caledonia,2015,20--64,Lower Secondary,540,18.6
New Zealand,2015,20--64,Lower Secondary,554,9.1
Nicaragua,2015,20--64,Lower Secondary,558,10.8
Niger,2015,20--64,Lower Secondary,562,3.6
Nigeria,2015,20--64,Lower Secondary,566,6.9
Norway,2015,20--64,Lower Secondary,578,20.3
Occupied Palestinian Territory,2015,20--64,Lower Secondary,275,33.2
Oman,2015,20--64,Lower Secondary,512,15.1
Pakistan,2015,20--64,Lower Secondary,586,11.5
Panama,2015,20--64,Lower Secondary,591,13.4
Papua New Guinea,2015,20--64,Lower Secondary,598,15.2
Paraguay,2015,20--64,Lower Secondary,600,14.5
Peru,2015,20--64,Lower Secondary,604,8.2
Philippines,2015,20--64,Lower Secondary,608,4.3
Poland,2015,20--64,Lower Secondary,616,9.1
Portugal,2015,20--64,Lower Secondary,620,21.2
Puerto Rico,2015,20--64,Lower Secondary,630,7.8
Qatar,2015,20--64,Lower Secondary,634,12.8
Republic of Korea,2015,20--64,Lower Secondary,410,6.9
Republic of Moldova,2015,20--64,Lower Secondary,498,23.9
Reunion,2015,20--64,Lower Secondary,638,14.6
Romania,2015,20--64,Lower Secondary,642,21.7
Russian Federation,2015,20--64,Lower Secondary,643,5.9
Rwanda,2015,20--64,Lower Secondary,646,5.3
Saint Lucia,2015,20--64,Lower Secondary,662,9.6
Saint Vincent and the Grenadines,2015,20--64,Lower Secondary,670,15.5
Samoa,2015,20--64,Lower Secondary,882,40.1
Sao Tome and Principe,2015,20--64,Lower Secondary,678,12.8
Saudi Arabia,2015,20--64,Lower Secondary,682,17.6
Senegal,2015,20--64,Lower Secondary,686,9.2
Serbia,2015,20--64,Lower Secondary,688,15.5
Seychelles,2015,20--64,Lower Secondary,690,14.7
Sierra Leone,2015,20--64,Lower Secondary,694,10.8
Singapore,2015,20--64,Lower Secondary,702,8.4
Slovakia,2015,20--64,Lower Secondary,703,7.7
Slovenia,2015,20--64,Lower Secondary,705,16.3
Solomon Islands,2015,20--64,Lower Secondary,90,15.5
Somalia,2015,20--64,Lower Secondary,706,11.1
South Africa,2015,20--64,Lower Secondary,710,27.6
South Sudan,2015,20--64,Lower Secondary,728,0
Spain,2015,20--64,Lower Secondary,724,28
Sri Lanka,2015,20--64,Lower Secondary,144,24.5
Sudan,2015,20--64,Lower Secondary,729,9.9
Suriname,2015,20--64,Lower Secondary,740,43.5
Swaziland,2015,20--64,Lower Secondary,748,16.2
Sweden,2015,20--64,Lower Secondary,752,15.2
Switzerland,2015,20--64,Lower Secondary,756,11.8
Syrian Arab Republic,2015,20--64,Lower Secondary,760,13.6
Taiwan Province of China,2015,20--64,Lower Secondary,158,15.1
Tajikistan,2015,20--64,Lower Secondary,762,6.3
Thailand,2015,20--64,Lower Secondary,764,12.8
The former Yugoslav Republic of Macedonia,2015,20--64,Lower Secondary,807,23.5
Timor-Leste,2015,20--64,Lower Secondary,626,10.8
Togo,2015,20--64,Lower Secondary,768,8.4
Tonga,2015,20--64,Lower Secondary,776,50.8
Trinidad and Tobago,2015,20--64,Lower Secondary,780,23.8
Tunisia,2015,20--64,Lower Secondary,788,26.1
Turkey,2015,20--64,Lower Secondary,792,23.1
Turkmenistan,2015,20--64,Lower Secondary,795,4.4
Uganda,2015,20--64,Lower Secondary,800,12.6
Ukraine,2015,20--64,Lower Secondary,804,6.7
United Arab Emirates,2015,20--64,Lower Secondary,784,19.6
United Kingdom of Great Britain and Northern Ireland,2015,20--64,Lower Secondary,826,25.8
United Republic of Tanzania,2015,20--64,Lower Secondary,834,11.2
United States of America,2015,20--64,Lower Secondary,840,6.1
United States Virgin Islands,2015,20--64,Lower Secondary,850,9.6
Uruguay,2015,20--64,Lower Secondary,858,28.9
Uzbekistan,2015,20--64,Lower Secondary,860,8.4
Vanuatu,2015,20--64,Lower Secondary,548,18
Venezuela (Bolivarian Republic of),2015,20--64,Lower Secondary,862,22.4
Viet Nam,2015,20--64,Lower Secondary,704,33.6
Western Sahara,2015,20--64,Lower Secondary,732,8.9
World,2015,20--64,Lower Secondary,900,21.6
Yemen,2015,20--64,Lower Secondary,887,0
Zambia,2015,20--64,Lower Secondary,894,19.8
Zimbabwe,2015,20--64,Lower Secondary,716,13.7
Afghanistan,2015,15+,Upper Secondary,4,10.8
Albania,2015,15+,Upper Secondary,8,32.6
