Area;Year;Age;Sex;Education;ISOCode;Distribution
Poland;2005;15+;Male;Lower Secondary;616;22.3
Poland;2010;15+;Male;Lower Secondary;616;19.2
Poland;2015;15+;Male;Lower Secondary;616;16
Poland;2020;15+;Male;Lower Secondary;616;13.6
Portugal;1970;15+;Male;Lower Secondary;620;7.8
Portugal;1975;15+;Male;Lower Secondary;620;10.3
Portugal;1980;15+;Male;Lower Secondary;620;12.8
Portugal;1985;15+;Male;Lower Secondary;620;14.8
Portugal;1990;15+;Male;Lower Secondary;620;17
Portugal;1995;15+;Male;Lower Secondary;620;18.6
Portugal;2000;15+;Male;Lower Secondary;620;20
Portugal;2005;15+;Male;Lower Secondary;620;21.1
Portugal;2010;15+;Male;Lower Secondary;620;22.1
Portugal;2015;15+;Male;Lower Secondary;620;22.6
Portugal;2020;15+;Male;Lower Secondary;620;23.1
Puerto Rico;1970;15+;Male;Lower Secondary;630;16.7
Puerto Rico;1975;15+;Male;Lower Secondary;630;18.2
Puerto Rico;1980;15+;Male;Lower Secondary;630;17.7
Puerto Rico;1985;15+;Male;Lower Secondary;630;17.5
Puerto Rico;1990;15+;Male;Lower Secondary;630;17
Puerto Rico;1995;15+;Male;Lower Secondary;630;16.7
Puerto Rico;2000;15+;Male;Lower Secondary;630;15.8
Puerto Rico;2005;15+;Male;Lower Secondary;630;15.4
Puerto Rico;2010;15+;Male;Lower Secondary;630;15
Puerto Rico;2015;15+;Male;Lower Secondary;630;14.4
Puerto Rico;2020;15+;Male;Lower Secondary;630;13.5
Qatar;1970;15+;Male;Lower Secondary;634;8
Qatar;1975;15+;Male;Lower Secondary;634;8.1
Qatar;1980;15+;Male;Lower Secondary;634;8.1
Qatar;1985;15+;Male;Lower Secondary;634;7.9
Qatar;1990;15+;Male;Lower Secondary;634;7.9
Qatar;1995;15+;Male;Lower Secondary;634;8.6
Qatar;2000;15+;Male;Lower Secondary;634;9.4
Qatar;2005;15+;Male;Lower Secondary;634;10.4
Qatar;2010;15+;Male;Lower Secondary;634;11.9
Qatar;2015;15+;Male;Lower Secondary;634;13.8
Qatar;2020;15+;Male;Lower Secondary;634;14.6
Republic of Korea;1970;15+;Male;Lower Secondary;410;20.6
Republic of Korea;1975;15+;Male;Lower Secondary;410;23.1
Republic of Korea;1980;15+;Male;Lower Secondary;410;23.1
Republic of Korea;1985;15+;Male;Lower Secondary;410;21.9
Republic of Korea;1990;15+;Male;Lower Secondary;410;20.4
Republic of Korea;1995;15+;Male;Lower Secondary;410;17.9
Republic of Korea;2000;15+;Male;Lower Secondary;410;16.2
Republic of Korea;2005;15+;Male;Lower Secondary;410;14.7
Republic of Korea;2010;15+;Male;Lower Secondary;410;13.2
Republic of Korea;2015;15+;Male;Lower Secondary;410;11.5
Republic of Korea;2020;15+;Male;Lower Secondary;410;9.7
Republic of Moldova;1970;15+;Male;Lower Secondary;498;22.5
Republic of Moldova;1975;15+;Male;Lower Secondary;498;27.3
Republic of Moldova;1980;15+;Male;Lower Secondary;498;28.7
Republic of Moldova;1985;15+;Male;Lower Secondary;498;29.3
Republic of Moldova;1990;15+;Male;Lower Secondary;498;29.9
Republic of Moldova;1995;15+;Male;Lower Secondary;498;31.2
Republic of Moldova;2000;15+;Male;Lower Secondary;498;32.7
Republic of Moldova;2005;15+;Male;Lower Secondary;498;34.1
Republic of Moldova;2010;15+;Male;Lower Secondary;498;32
Republic of Moldova;2015;15+;Male;Lower Secondary;498;29.2
Republic of Moldova;2020;15+;Male;Lower Secondary;498;26.7
Reunion;1970;15+;Male;Lower Secondary;638;8.9
Reunion;1975;15+;Male;Lower Secondary;638;10.7
Reunion;1980;15+;Male;Lower Secondary;638;11.7
Reunion;1985;15+;Male;Lower Secondary;638;12.2
Reunion;1990;15+;Male;Lower Secondary;638;13.1
Reunion;1995;15+;Male;Lower Secondary;638;13.5
Reunion;2000;15+;Male;Lower Secondary;638;14.1
Reunion;2005;15+;Male;Lower Secondary;638;14.9
Reunion;2010;15+;Male;Lower Secondary;638;15.1
Reunion;2015;15+;Male;Lower Secondary;638;15.9
Reunion;2020;15+;Male;Lower Secondary;638;16.9
Romania;1970;15+;Male;Lower Secondary;642;35.4
Romania;1975;15+;Male;Lower Secondary;642;35.5
Romania;1980;15+;Male;Lower Secondary;642;33.5
Romania;1985;15+;Male;Lower Secondary;642;33.6
Romania;1990;15+;Male;Lower Secondary;642;32.9
Romania;1995;15+;Male;Lower Secondary;642;31.6
Romania;2000;15+;Male;Lower Secondary;642;30.1
Romania;2005;15+;Male;Lower Secondary;642;29.5
Romania;2010;15+;Male;Lower Secondary;642;27.4
Romania;2015;15+;Male;Lower Secondary;642;25.2
Romania;2020;15+;Male;Lower Secondary;642;23.3
Russian Federation;1970;15+;Male;Lower Secondary;643;19.6
Russian Federation;1975;15+;Male;Lower Secondary;643;19.4
Russian Federation;1980;15+;Male;Lower Secondary;643;18.2
Russian Federation;1985;15+;Male;Lower Secondary;643;16.6
Russian Federation;1990;15+;Male;Lower Secondary;643;15.6
Russian Federation;1995;15+;Male;Lower Secondary;643;14.8
Russian Federation;2000;15+;Male;Lower Secondary;643;14.2
Russian Federation;2005;15+;Male;Lower Secondary;643;13.4
Russian Federation;2010;15+;Male;Lower Secondary;643;12
Russian Federation;2015;15+;Male;Lower Secondary;643;10.8
Russian Federation;2020;15+;Male;Lower Secondary;643;10.8
Rwanda;1970;15+;Male;Lower Secondary;646;1.2
Rwanda;1975;15+;Male;Lower Secondary;646;1.5
Rwanda;1980;15+;Male;Lower Secondary;646;1.8
Rwanda;1985;15+;Male;Lower Secondary;646;2.3
Rwanda;1990;15+;Male;Lower Secondary;646;2.8
Rwanda;1995;15+;Male;Lower Secondary;646;3.3
Rwanda;2000;15+;Male;Lower Secondary;646;4
Rwanda;2005;15+;Male;Lower Secondary;646;5.1
Rwanda;2010;15+;Male;Lower Secondary;646;6
Rwanda;2015;15+;Male;Lower Secondary;646;7
Rwanda;2020;15+;Male;Lower Secondary;646;8.6
Saint Lucia;1970;15+;Male;Lower Secondary;662;6.9
Saint Lucia;1975;15+;Male;Lower Secondary;662;7.2
Saint Lucia;1980;15+;Male;Lower Secondary;662;7.8
Saint Lucia;1985;15+;Male;Lower Secondary;662;8.5
Saint Lucia;1990;15+;Male;Lower Secondary;662;8.8
Saint Lucia;1995;15+;Male;Lower Secondary;662;9.4
Saint Lucia;2000;15+;Male;Lower Secondary;662;10.1
Saint Lucia;2005;15+;Male;Lower Secondary;662;10.6
Saint Lucia;2010;15+;Male;Lower Secondary;662;10.1
Saint Lucia;2015;15+;Male;Lower Secondary;662;11.7
Saint Lucia;2020;15+;Male;Lower Secondary;662;12.6
Saint Vincent and the Grenadines;1970;15+;Male;Lower Secondary;670;6.1
Saint Vincent and the Grenadines;1975;15+;Male;Lower Secondary;670;6.8
Saint Vincent and the Grenadines;1980;15+;Male;Lower Secondary;670;7.7
Saint Vincent and the Grenadines;1985;15+;Male;Lower Secondary;670;8.2
Saint Vincent and the Grenadines;1990;15+;Male;Lower Secondary;670;9.4
Saint Vincent and the Grenadines;1995;15+;Male;Lower Secondary;670;11
Saint Vincent and the Grenadines;2000;15+;Male;Lower Secondary;670;13.4
Saint Vincent and the Grenadines;2005;15+;Male;Lower Secondary;670;14.9
Saint Vincent and the Grenadines;2010;15+;Male;Lower Secondary;670;16.3
Saint Vincent and the Grenadines;2015;15+;Male;Lower Secondary;670;17.2
Saint Vincent and the Grenadines;2020;15+;Male;Lower Secondary;670;18.1
Samoa;1970;15+;Male;Lower Secondary;882;10.2
Samoa;1975;15+;Male;Lower Secondary;882;13
Samoa;1980;15+;Male;Lower Secondary;882;16.4
Samoa;1985;15+;Male;Lower Secondary;882;20.2
Samoa;1990;15+;Male;Lower Secondary;882;24.4
Samoa;1995;15+;Male;Lower Secondary;882;27.7
Samoa;2000;15+;Male;Lower Secondary;882;30.2
Samoa;2005;15+;Male;Lower Secondary;882;33.5
Samoa;2010;15+;Male;Lower Secondary;882;36.8
Samoa;2015;15+;Male;Lower Secondary;882;39.9
Samoa;2020;15+;Male;Lower Secondary;882;42.6
Sao Tome and Principe;1970;15+;Male;Lower Secondary;678;1.3
Sao Tome and Principe;1975;15+;Male;Lower Secondary;678;3.1
Sao Tome and Principe;1980;15+;Male;Lower Secondary;678;4.9
Sao Tome and Principe;1985;15+;Male;Lower Secondary;678;7.1
Sao Tome and Principe;1990;15+;Male;Lower Secondary;678;8.8
Sao Tome and Principe;1995;15+;Male;Lower Secondary;678;9.7
Sao Tome and Principe;2000;15+;Male;Lower Secondary;678;9.7
Sao Tome and Principe;2005;15+;Male;Lower Secondary;678;10.5
Sao Tome and Principe;2010;15+;Male;Lower Secondary;678;11.6
Sao Tome and Principe;2015;15+;Male;Lower Secondary;678;15.6
Sao Tome and Principe;2020;15+;Male;Lower Secondary;678;20.1
Saudi Arabia;1970;15+;Male;Lower Secondary;682;8.7
Saudi Arabia;1975;15+;Male;Lower Secondary;682;11.4
Saudi Arabia;1980;15+;Male;Lower Secondary;682;13.9
Saudi Arabia;1985;15+;Male;Lower Secondary;682;16.4
Saudi Arabia;1990;15+;Male;Lower Secondary;682;19.4
Saudi Arabia;1995;15+;Male;Lower Secondary;682;20.4
Saudi Arabia;2000;15+;Male;Lower Secondary;682;22
Saudi Arabia;2005;15+;Male;Lower Secondary;682;23.5
Saudi Arabia;2010;15+;Male;Lower Secondary;682;23.8
Saudi Arabia;2015;15+;Male;Lower Secondary;682;23
Saudi Arabia;2020;15+;Male;Lower Secondary;682;22.9
Senegal;1970;15+;Male;Lower Secondary;686;4.5
Senegal;1975;15+;Male;Lower Secondary;686;5.4
Senegal;1980;15+;Male;Lower Secondary;686;5.9
Senegal;1985;15+;Male;Lower Secondary;686;6.6
Senegal;1990;15+;Male;Lower Secondary;686;7
Senegal;1995;15+;Male;Lower Secondary;686;7.4
Senegal;2000;15+;Male;Lower Secondary;686;7.7
Senegal;2005;15+;Male;Lower Secondary;686;9.5
Senegal;2010;15+;Male;Lower Secondary;686;11.3
Senegal;2015;15+;Male;Lower Secondary;686;12.9
Senegal;2020;15+;Male;Lower Secondary;686;14.7
Serbia;1970;15+;Male;Lower Secondary;688;21.1
Serbia;1975;15+;Male;Lower Secondary;688;21.8
Serbia;1980;15+;Male;Lower Secondary;688;22.6
Serbia;1985;15+;Male;Lower Secondary;688;23.4
Serbia;1990;15+;Male;Lower Secondary;688;24
Serbia;1995;15+;Male;Lower Secondary;688;24.3
Serbia;2000;15+;Male;Lower Secondary;688;23.5
Serbia;2005;15+;Male;Lower Secondary;688;23.2
Serbia;2010;15+;Male;Lower Secondary;688;21.9
Serbia;2015;15+;Male;Lower Secondary;688;20
Serbia;2020;15+;Male;Lower Secondary;688;18.2
Seychelles;2015;15+;Male;Lower Secondary;690;15.6
Seychelles;2020;15+;Male;Lower Secondary;690;16.2
Sierra Leone;1970;15+;Male;Lower Secondary;694;4.5
Sierra Leone;1975;15+;Male;Lower Secondary;694;5.3
Sierra Leone;1980;15+;Male;Lower Secondary;694;6.3
Sierra Leone;1985;15+;Male;Lower Secondary;694;7.3
Sierra Leone;1990;15+;Male;Lower Secondary;694;8.3
Sierra Leone;1995;15+;Male;Lower Secondary;694;9.5
Sierra Leone;2000;15+;Male;Lower Secondary;694;10.8
Sierra Leone;2005;15+;Male;Lower Secondary;694;12.1
Sierra Leone;2010;15+;Male;Lower Secondary;694;14.2
Sierra Leone;2015;15+;Male;Lower Secondary;694;16.2
Sierra Leone;2020;15+;Male;Lower Secondary;694;18.2
Singapore;1970;15+;Male;Lower Secondary;702;13
Singapore;1975;15+;Male;Lower Secondary;702;15.3
Singapore;1980;15+;Male;Lower Secondary;702;16.6
Singapore;1985;15+;Male;Lower Secondary;702;16.7
Singapore;1990;15+;Male;Lower Secondary;702;16.6
Singapore;1995;15+;Male;Lower Secondary;702;15.6
Singapore;2000;15+;Male;Lower Secondary;702;14.9
Singapore;2005;15+;Male;Lower Secondary;702;13.8
Singapore;2010;15+;Male;Lower Secondary;702;12.8
Singapore;2015;15+;Male;Lower Secondary;702;12.1
Singapore;2020;15+;Male;Lower Secondary;702;11.7
Slovakia;1970;15+;Male;Lower Secondary;703;42.1
Slovakia;1975;15+;Male;Lower Secondary;703;36.9
Slovakia;1980;15+;Male;Lower Secondary;703;31.5
Slovakia;1985;15+;Male;Lower Secondary;703;26.7
Slovakia;1990;15+;Male;Lower Secondary;703;23.8
Slovakia;1995;15+;Male;Lower Secondary;703;21.4
Slovakia;2000;15+;Male;Lower Secondary;703;18.7
Slovakia;2005;15+;Male;Lower Secondary;703;16.3
Slovakia;2010;15+;Male;Lower Secondary;703;14.4
Slovakia;2015;15+;Male;Lower Secondary;703;11.7
Slovakia;2020;15+;Male;Lower Secondary;703;10
Slovenia;1970;15+;Male;Lower Secondary;705;18.7
Slovenia;1975;15+;Male;Lower Secondary;705;19.7
Slovenia;1980;15+;Male;Lower Secondary;705;21.1
Slovenia;1985;15+;Male;Lower Secondary;705;22.1
Slovenia;1990;15+;Male;Lower Secondary;705;22.5
Slovenia;1995;15+;Male;Lower Secondary;705;22.8
Slovenia;2000;15+;Male;Lower Secondary;705;22
Slovenia;2005;15+;Male;Lower Secondary;705;20.9
Slovenia;2010;15+;Male;Lower Secondary;705;19.4
Slovenia;2015;15+;Male;Lower Secondary;705;18.4
Slovenia;2020;15+;Male;Lower Secondary;705;17.1
Solomon Islands;1970;15+;Male;Lower Secondary;90;2.4
Solomon Islands;1975;15+;Male;Lower Secondary;90;3.3
Solomon Islands;1980;15+;Male;Lower Secondary;90;4.4
Solomon Islands;1985;15+;Male;Lower Secondary;90;5.7
Solomon Islands;1990;15+;Male;Lower Secondary;90;7.5
Solomon Islands;1995;15+;Male;Lower Secondary;90;9.5
Solomon Islands;2000;15+;Male;Lower Secondary;90;11.4
Solomon Islands;2005;15+;Male;Lower Secondary;90;13.1
Solomon Islands;2010;15+;Male;Lower Secondary;90;14.4
Solomon Islands;2015;15+;Male;Lower Secondary;90;18.5
Solomon Islands;2020;15+;Male;Lower Secondary;90;22.7
Somalia;1970;15+;Male;Lower Secondary;706;4.6
Somalia;1975;15+;Male;Lower Secondary;706;5.5
Somalia;1980;15+;Male;Lower Secondary;706;7
Somalia;1985;15+;Male;Lower Secondary;706;8.4
Somalia;1990;15+;Male;Lower Secondary;706;9.3
Somalia;1995;15+;Male;Lower Secondary;706;9.9
Somalia;2000;15+;Male;Lower Secondary;706;10.4
Somalia;2005;15+;Male;Lower Secondary;706;10.9
Somalia;2010;15+;Male;Lower Secondary;706;12.7
Somalia;2015;15+;Male;Lower Secondary;706;14.7
Somalia;2020;15+;Male;Lower Secondary;706;16.6
South Africa;1970;15+;Male;Lower Secondary;710;14.9
South Africa;1975;15+;Male;Lower Secondary;710;16.7
South Africa;1980;15+;Male;Lower Secondary;710;18.8
South Africa;1985;15+;Male;Lower Secondary;710;21.2
South Africa;1990;15+;Male;Lower Secondary;710;23.9
South Africa;1995;15+;Male;Lower Secondary;710;26.2
South Africa;2000;15+;Male;Lower Secondary;710;27.9
South Africa;2005;15+;Male;Lower Secondary;710;30.2
South Africa;2010;15+;Male;Lower Secondary;710;31.6
South Africa;2015;15+;Male;Lower Secondary;710;30.8
South Africa;2020;15+;Male;Lower Secondary;710;30.2
South Sudan;1970;15+;Male;Lower Secondary;728;0
South Sudan;1975;15+;Male;Lower Secondary;728;0
South Sudan;1980;15+;Male;Lower Secondary;728;0
South Sudan;1985;15+;Male;Lower Secondary;728;0
South Sudan;1990;15+;Male;Lower Secondary;728;0
South Sudan;1995;15+;Male;Lower Secondary;728;0
South Sudan;2000;15+;Male;Lower Secondary;728;0
South Sudan;2005;15+;Male;Lower Secondary;728;0
South Sudan;2010;15+;Male;Lower Secondary;728;0
South Sudan;2015;15+;Male;Lower Secondary;728;0
South Sudan;2020;15+;Male;Lower Secondary;728;0
Spain;1970;15+;Male;Lower Secondary;724;19.8
Spain;1975;15+;Male;Lower Secondary;724;23.2
Spain;1980;15+;Male;Lower Secondary;724;26.3
Spain;1985;15+;Male;Lower Secondary;724;28.5
Spain;1990;15+;Male;Lower Secondary;724;30.1
Spain;1995;15+;Male;Lower Secondary;724;31
Spain;2000;15+;Male;Lower Secondary;724;31.1
Spain;2005;15+;Male;Lower Secondary;724;31.1
Spain;2010;15+;Male;Lower Secondary;724;31.1
Spain;2015;15+;Male;Lower Secondary;724;30.8
Spain;2020;15+;Male;Lower Secondary;724;30.4
Sri Lanka;1970;15+;Male;Lower Secondary;144;18.1
Sri Lanka;1975;15+;Male;Lower Secondary;144;19.3
Sri Lanka;1980;15+;Male;Lower Secondary;144;20.9
Sri Lanka;1985;15+;Male;Lower Secondary;144;22.5
Sri Lanka;1990;15+;Male;Lower Secondary;144;24.1
Sri Lanka;1995;15+;Male;Lower Secondary;144;26
Sri Lanka;2000;15+;Male;Lower Secondary;144;27.5
Sri Lanka;2005;15+;Male;Lower Secondary;144;28
Sri Lanka;2010;15+;Male;Lower Secondary;144;28.4
Sri Lanka;2015;15+;Male;Lower Secondary;144;28.5
Sri Lanka;2020;15+;Male;Lower Secondary;144;28.7
Sudan;1970;15+;Male;Lower Secondary;729;3.1
Sudan;1975;15+;Male;Lower Secondary;729;4.1
Sudan;1980;15+;Male;Lower Secondary;729;5.3
Sudan;1985;15+;Male;Lower Secondary;729;6.7
Sudan;1990;15+;Male;Lower Secondary;729;8.1
Sudan;1995;15+;Male;Lower Secondary;729;9.3
Sudan;2000;15+;Male;Lower Secondary;729;10.3
Sudan;2005;15+;Male;Lower Secondary;729;11.3
Sudan;2010;15+;Male;Lower Secondary;729;11.8
Sudan;2015;15+;Male;Lower Secondary;729;14.8
Sudan;2020;15+;Male;Lower Secondary;729;17.7
Suriname;1970;15+;Male;Lower Secondary;740;24.1
Suriname;1975;15+;Male;Lower Secondary;740;26.1
Suriname;1980;15+;Male;Lower Secondary;740;29.2
Suriname;1985;15+;Male;Lower Secondary;740;32.1
Suriname;1990;15+;Male;Lower Secondary;740;35.4
Suriname;1995;15+;Male;Lower Secondary;740;38.1
Suriname;2000;15+;Male;Lower Secondary;740;40.5
Suriname;2005;15+;Male;Lower Secondary;740;42.5
Suriname;2010;15+;Male;Lower Secondary;740;44.4
Suriname;2015;15+;Male;Lower Secondary;740;46.1
Suriname;2020;15+;Male;Lower Secondary;740;47.2
Swaziland;1970;15+;Male;Lower Secondary;748;5.1
Swaziland;1975;15+;Male;Lower Secondary;748;7.3
Swaziland;1980;15+;Male;Lower Secondary;748;9.5
Swaziland;1985;15+;Male;Lower Secondary;748;10.7
Swaziland;1990;15+;Male;Lower Secondary;748;11.8
Swaziland;1995;15+;Male;Lower Secondary;748;12.5
Swaziland;2000;15+;Male;Lower Secondary;748;12.6
Swaziland;2005;15+;Male;Lower Secondary;748;12.4
Swaziland;2010;15+;Male;Lower Secondary;748;15.6
Swaziland;2015;15+;Male;Lower Secondary;748;18
Swaziland;2020;15+;Male;Lower Secondary;748;20
Sweden;1970;15+;Male;Lower Secondary;752;9.2
Sweden;1975;15+;Male;Lower Secondary;752;9.9
Sweden;1980;15+;Male;Lower Secondary;752;11.8
Sweden;1985;15+;Male;Lower Secondary;752;13.9
Sweden;1990;15+;Male;Lower Secondary;752;15.5
Sweden;1995;15+;Male;Lower Secondary;752;16.3
Sweden;2000;15+;Male;Lower Secondary;752;16.9
Sweden;2005;15+;Male;Lower Secondary;752;17.8
Sweden;2010;15+;Male;Lower Secondary;752;18.5
Sweden;2015;15+;Male;Lower Secondary;752;17.9
Sweden;2020;15+;Male;Lower Secondary;752;17.4
Switzerland;1970;15+;Male;Lower Secondary;756;22.5
Switzerland;1975;15+;Male;Lower Secondary;756;20.8
Switzerland;1980;15+;Male;Lower Secondary;756;19.8
Switzerland;1985;15+;Male;Lower Secondary;756;18.4
Switzerland;1990;15+;Male;Lower Secondary;756;16.7
Switzerland;1995;15+;Male;Lower Secondary;756;15.4
Switzerland;2000;15+;Male;Lower Secondary;756;14.9
Switzerland;2005;15+;Male;Lower Secondary;756;14.4
Switzerland;2010;15+;Male;Lower Secondary;756;14
Switzerland;2015;15+;Male;Lower Secondary;756;13.3
Switzerland;2020;15+;Male;Lower Secondary;756;12.7
Syrian Arab Republic;1970;15+;Male;Lower Secondary;760;5.1
Syrian Arab Republic;1975;15+;Male;Lower Secondary;760;6.9
Syrian Arab Republic;1980;15+;Male;Lower Secondary;760;8.4
Syrian Arab Republic;1985;15+;Male;Lower Secondary;760;9.7
Syrian Arab Republic;1990;15+;Male;Lower Secondary;760;10.8
Syrian Arab Republic;1995;15+;Male;Lower Secondary;760;11.8
Syrian Arab Republic;2000;15+;Male;Lower Secondary;760;12.8
Syrian Arab Republic;2005;15+;Male;Lower Secondary;760;14.3
Syrian Arab Republic;2010;15+;Male;Lower Secondary;760;16.5
Syrian Arab Republic;2015;15+;Male;Lower Secondary;760;19.2
Syrian Arab Republic;2020;15+;Male;Lower Secondary;760;21.6
Taiwan Province of China;1970;15+;Male;Lower Secondary;158;16.7
Taiwan Province of China;1975;15+;Male;Lower Secondary;158;21.4
Taiwan Province of China;1980;15+;Male;Lower Secondary;158;22.4
Taiwan Province of China;1985;15+;Male;Lower Secondary;158;23.3
Taiwan Province of China;1990;15+;Male;Lower Secondary;158;23.7
Taiwan Province of China;1995;15+;Male;Lower Secondary;158;24.1
Taiwan Province of China;2000;15+;Male;Lower Secondary;158;23.3
Taiwan Province of China;2005;15+;Male;Lower Secondary;158;21.7
Taiwan Province of China;2010;15+;Male;Lower Secondary;158;20.9
Taiwan Province of China;2015;15+;Male;Lower Secondary;158;19.5
Taiwan Province of China;2020;15+;Male;Lower Secondary;158;17.7
Tajikistan;1970;15+;Male;Lower Secondary;762;22.2
Tajikistan;1975;15+;Male;Lower Secondary;762;22.9
Tajikistan;1980;15+;Male;Lower Secondary;762;22.1
Tajikistan;1985;15+;Male;Lower Secondary;762;20.1
Tajikistan;1990;15+;Male;Lower Secondary;762;18.4
Tajikistan;1995;15+;Male;Lower Secondary;762;17.1
Tajikistan;2000;15+;Male;Lower Secondary;762;16.5
Tajikistan;2005;15+;Male;Lower Secondary;762;16.1
Tajikistan;2010;15+;Male;Lower Secondary;762;14.7
Tajikistan;2015;15+;Male;Lower Secondary;762;13.2
Tajikistan;2020;15+;Male;Lower Secondary;762;11.6
Thailand;1970;15+;Male;Lower Secondary;764;8.4
Thailand;1975;15+;Male;Lower Secondary;764;10.5
Thailand;1980;15+;Male;Lower Secondary;764;12.4
Thailand;1985;15+;Male;Lower Secondary;764;13.4
Thailand;1990;15+;Male;Lower Secondary;764;14.3
Thailand;1995;15+;Male;Lower Secondary;764;15.2
Thailand;2000;15+;Male;Lower Secondary;764;15.4
Thailand;2005;15+;Male;Lower Secondary;764;16.4
Thailand;2010;15+;Male;Lower Secondary;764;16.8
Thailand;2015;15+;Male;Lower Secondary;764;17.2
Thailand;2020;15+;Male;Lower Secondary;764;17
The former Yugoslav Republic of Macedonia;1970;15+;Male;Lower Secondary;807;8.3
The former Yugoslav Republic of Macedonia;1975;15+;Male;Lower Secondary;807;9.6
The former Yugoslav Republic of Macedonia;1980;15+;Male;Lower Secondary;807;11.1
The former Yugoslav Republic of Macedonia;1985;15+;Male;Lower Secondary;807;13.3
The former Yugoslav Republic of Macedonia;1990;15+;Male;Lower Secondary;807;15.1
The former Yugoslav Republic of Macedonia;1995;15+;Male;Lower Secondary;807;17.1
The former Yugoslav Republic of Macedonia;2000;15+;Male;Lower Secondary;807;19.2
The former Yugoslav Republic of Macedonia;2005;15+;Male;Lower Secondary;807;20.9
The former Yugoslav Republic of Macedonia;2010;15+;Male;Lower Secondary;807;21.8
The former Yugoslav Republic of Macedonia;2015;15+;Male;Lower Secondary;807;22.3
The former Yugoslav Republic of Macedonia;2020;15+;Male;Lower Secondary;807;22.8
Timor-Leste;1970;15+;Male;Lower Secondary;626;1.9
Timor-Leste;1975;15+;Male;Lower Secondary;626;3.1
Timor-Leste;1980;15+;Male;Lower Secondary;626;5.1
Timor-Leste;1985;15+;Male;Lower Secondary;626;6.8
Timor-Leste;1990;15+;Male;Lower Secondary;626;9.5
Timor-Leste;1995;15+;Male;Lower Secondary;626;10.8
Timor-Leste;2000;15+;Male;Lower Secondary;626;12.1
Timor-Leste;2005;15+;Male;Lower Secondary;626;14.1
Timor-Leste;2010;15+;Male;Lower Secondary;626;14
Timor-Leste;2015;15+;Male;Lower Secondary;626;17.3
Timor-Leste;2020;15+;Male;Lower Secondary;626;18.3
Togo;1970;15+;Male;Lower Secondary;768;2.8
Togo;1975;15+;Male;Lower Secondary;768;3.7
Togo;1980;15+;Male;Lower Secondary;768;4.8
Togo;1985;15+;Male;Lower Secondary;768;6.5
Togo;1990;15+;Male;Lower Secondary;768;7.7
Togo;1995;15+;Male;Lower Secondary;768;8.7
Togo;2000;15+;Male;Lower Secondary;768;9.5
Togo;2005;15+;Male;Lower Secondary;768;10.1
Togo;2010;15+;Male;Lower Secondary;768;10.9
Togo;2015;15+;Male;Lower Secondary;768;11.3
Togo;2020;15+;Male;Lower Secondary;768;14.1
Tonga;1970;15+;Male;Lower Secondary;776;30.7
Tonga;1975;15+;Male;Lower Secondary;776;33.6
Tonga;1980;15+;Male;Lower Secondary;776;36.5
Tonga;1985;15+;Male;Lower Secondary;776;40.5
Tonga;1990;15+;Male;Lower Secondary;776;44
Tonga;1995;15+;Male;Lower Secondary;776;45.8
Tonga;2000;15+;Male;Lower Secondary;776;49.3
Tonga;2005;15+;Male;Lower Secondary;776;51.6
Tonga;2010;15+;Male;Lower Secondary;776;52.6
Tonga;2015;15+;Male;Lower Secondary;776;53
Tonga;2020;15+;Male;Lower Secondary;776;52.8
Trinidad and Tobago;1970;15+;Male;Lower Secondary;780;15.9
Trinidad and Tobago;1975;15+;Male;Lower Secondary;780;18
Trinidad and Tobago;1980;15+;Male;Lower Secondary;780;20.8
Trinidad and Tobago;1985;15+;Male;Lower Secondary;780;22.6
Trinidad and Tobago;1990;15+;Male;Lower Secondary;780;24
Trinidad and Tobago;1995;15+;Male;Lower Secondary;780;25.6
Trinidad and Tobago;2000;15+;Male;Lower Secondary;780;27.5
Trinidad and Tobago;2005;15+;Male;Lower Secondary;780;28.2
Trinidad and Tobago;2010;15+;Male;Lower Secondary;780;28.2
Trinidad and Tobago;2015;15+;Male;Lower Secondary;780;27.8
Trinidad and Tobago;2020;15+;Male;Lower Secondary;780;27.6
Tunisia;1970;15+;Male;Lower Secondary;788;9.1
Tunisia;1975;15+;Male;Lower Secondary;788;13.4
Tunisia;1980;15+;Male;Lower Secondary;788;16.8
Tunisia;1985;15+;Male;Lower Secondary;788;19.1
Tunisia;1990;15+;Male;Lower Secondary;788;20.9
Tunisia;1995;15+;Male;Lower Secondary;788;22.9
Tunisia;2000;15+;Male;Lower Secondary;788;27.2
Tunisia;2005;15+;Male;Lower Secondary;788;30.3
Tunisia;2010;15+;Male;Lower Secondary;788;32.7
Tunisia;2015;15+;Male;Lower Secondary;788;32.4
Tunisia;2020;15+;Male;Lower Secondary;788;31.8
Turkey;1970;15+;Male;Lower Secondary;792;10.4
Turkey;1975;15+;Male;Lower Secondary;792;13
Turkey;1980;15+;Male;Lower Secondary;792;15.5
Turkey;1985;15+;Male;Lower Secondary;792;18.3
Turkey;1990;15+;Male;Lower Secondary;792;21.7
Turkey;1995;15+;Male;Lower Secondary;792;25.2
Turkey;2000;15+;Male;Lower Secondary;792;27.8
Turkey;2005;15+;Male;Lower Secondary;792;29.9
Turkey;2010;15+;Male;Lower Secondary;792;30.9
Turkey;2015;15+;Male;Lower Secondary;792;31
Turkey;2020;15+;Male;Lower Secondary;792;29.8
Turkmenistan;1970;15+;Male;Lower Secondary;795;27.1
