cnt,country,year,survey,sex,literacy,agegr,percentage
ZM,Zambia,2007,2007 DHS,male,literate,20-24,15.7
ZM,Zambia,2007,2007 DHS,male,literate,25-29,17.8
ZM,Zambia,2007,2007 DHS,male,literate,30-34,20.5
ZM,Zambia,2007,2007 DHS,male,literate,35-39,23.2
ZM,Zambia,2007,2007 DHS,male,literate,40-44,28.8
ZM,Zambia,2007,2007 DHS,male,literate,45-49,32.3
ZM,Zambia,2013,2013-14 DHS,male,literate,15-19,14.8
ZM,Zambia,2013,2013-14 DHS,male,literate,20-24,8.9
ZM,Zambia,2013,2013-14 DHS,male,literate,25-29,11.3
ZM,Zambia,2013,2013-14 DHS,male,literate,30-34,16.8
ZM,Zambia,2013,2013-14 DHS,male,literate,35-39,19.9
ZM,Zambia,2013,2013-14 DHS,male,literate,40-44,21.8
ZM,Zambia,2013,2013-14 DHS,male,literate,45-49,25.4
ZM,Zambia,2002,2001-02 DHS,female,literate,15-19,14.6
ZM,Zambia,2002,2001-02 DHS,female,literate,20-24,16.1
ZM,Zambia,2002,2001-02 DHS,female,literate,25-29,20.7
ZM,Zambia,2002,2001-02 DHS,female,literate,30-34,24.0
ZM,Zambia,2002,2001-02 DHS,female,literate,35-39,27.5
ZM,Zambia,2002,2001-02 DHS,female,literate,40-44,33.7
ZM,Zambia,2002,2001-02 DHS,female,literate,45-49,32.8
ZM,Zambia,2007,2007 DHS,female,literate,15-19,16.9
ZM,Zambia,2007,2007 DHS,female,literate,20-24,10.4
ZM,Zambia,2007,2007 DHS,female,literate,25-29,17.4
ZM,Zambia,2007,2007 DHS,female,literate,30-34,19.0
ZM,Zambia,2007,2007 DHS,female,literate,35-39,24.9
ZM,Zambia,2007,2007 DHS,female,literate,40-44,28.3
ZM,Zambia,2007,2007 DHS,female,literate,45-49,27.1
ZM,Zambia,2013,2013-14 DHS,female,literate,15-19,11.7
ZM,Zambia,2013,2013-14 DHS,female,literate,20-24,9.0
ZM,Zambia,2013,2013-14 DHS,female,literate,25-29,10.9
ZM,Zambia,2013,2013-14 DHS,female,literate,30-34,13.3
ZM,Zambia,2013,2013-14 DHS,female,literate,35-39,17.0
ZM,Zambia,2013,2013-14 DHS,female,literate,40-44,22.7
ZM,Zambia,2013,2013-14 DHS,female,literate,45-49,26.1
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,15-19,15.5
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,20-24,11.1
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,25-29,14.7
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,30-34,11.8
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,35-39,8.5
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,40-44,19.5
ZW,Zimbabwe,2005,2005-06 DHS,male,literate,45-49,35.2
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,15-19,11.4
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,20-24,9.4
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,25-29,10.8
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,30-34,11.0
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,35-39,13.9
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,40-44,9.3
ZW,Zimbabwe,2010,2010-11 DHS,male,literate,45-49,20.1
ZW,Zimbabwe,2015,2015 DHS,male,literate,15-19,78.7
ZW,Zimbabwe,2015,2015 DHS,male,literate,20-24,73.0
ZW,Zimbabwe,2015,2015 DHS,male,literate,25-29,70.4
ZW,Zimbabwe,2015,2015 DHS,male,literate,30-34,70.9
ZW,Zimbabwe,2015,2015 DHS,male,literate,35-39,68.5
ZW,Zimbabwe,2015,2015 DHS,male,literate,40-44,70.0
ZW,Zimbabwe,2015,2015 DHS,male,literate,45-49,70.5
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,15-19,16.6
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,20-24,12.2
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,25-29,17.3
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,30-34,16.3
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,35-39,18.2
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,40-44,24.4
ZW,Zimbabwe,2005,2005-06 DHS,female,literate,45-49,33.9
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,15-19,12.8
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,20-24,14.5
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,25-29,16.3
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,30-34,18.5
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,35-39,21.2
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,40-44,20.8
ZW,Zimbabwe,2010,2010-11 DHS,female,literate,45-49,33.0
ZW,Zimbabwe,2015,2015 DHS,female,literate,15-19,85.9
ZW,Zimbabwe,2015,2015 DHS,female,literate,20-24,81.5
ZW,Zimbabwe,2015,2015 DHS,female,literate,25-29,78.7
ZW,Zimbabwe,2015,2015 DHS,female,literate,30-34,79.0
ZW,Zimbabwe,2015,2015 DHS,female,literate,35-39,76.8
ZW,Zimbabwe,2015,2015 DHS,female,literate,40-44,73.9
ZW,Zimbabwe,2015,2015 DHS,female,literate,45-49,71.3
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,15-19,3.3
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,20-24,8.3
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,25-29,8.2
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,30-34,5.7
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,35-39,6.3
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,40-44,5.7
AF,Afghanistan,2015,2015 DHS,male,secondary or higher,45-49,4.8
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,15-19,1.2
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,20-24,3.0
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,25-29,1.9
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,30-34,1.2
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,35-39,2.1
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,40-44,1.6
AF,Afghanistan,2015,2015 DHS,female,secondary or higher,45-49,1.0
AL,Albania,2008,2008-09 DHS,male,secondary or higher,15-19,65.8
AL,Albania,2008,2008-09 DHS,male,secondary or higher,20-24,60.6
AL,Albania,2008,2008-09 DHS,male,secondary or higher,25-29,53.8
AL,Albania,2008,2008-09 DHS,male,secondary or higher,30-34,51.6
AL,Albania,2008,2008-09 DHS,male,secondary or higher,35-39,54.9
AL,Albania,2008,2008-09 DHS,male,secondary or higher,40-44,57.5
AL,Albania,2008,2008-09 DHS,male,secondary or higher,45-49,59.4
AL,Albania,2017,2017-18 DHS,male,secondary or higher,15-19,5.1
AL,Albania,2017,2017-18 DHS,male,secondary or higher,20-24,36.5
AL,Albania,2017,2017-18 DHS,male,secondary or higher,25-29,33.6
AL,Albania,2017,2017-18 DHS,male,secondary or higher,30-34,24.9
AL,Albania,2017,2017-18 DHS,male,secondary or higher,35-39,15.1
AL,Albania,2017,2017-18 DHS,male,secondary or higher,40-44,15.4
AL,Albania,2017,2017-18 DHS,male,secondary or higher,45-49,10.3
AL,Albania,2008,2008-09 DHS,female,secondary or higher,15-19,60.2
AL,Albania,2008,2008-09 DHS,female,secondary or higher,20-24,48.7
AL,Albania,2008,2008-09 DHS,female,secondary or higher,25-29,41.3
AL,Albania,2008,2008-09 DHS,female,secondary or higher,30-34,47.3
AL,Albania,2008,2008-09 DHS,female,secondary or higher,35-39,48.0
AL,Albania,2008,2008-09 DHS,female,secondary or higher,40-44,47.2
AL,Albania,2008,2008-09 DHS,female,secondary or higher,45-49,47.2
AL,Albania,2017,2017-18 DHS,female,secondary or higher,15-19,12.8
AL,Albania,2017,2017-18 DHS,female,secondary or higher,20-24,51.3
AL,Albania,2017,2017-18 DHS,female,secondary or higher,25-29,40.4
AL,Albania,2017,2017-18 DHS,female,secondary or higher,30-34,31.9
AL,Albania,2017,2017-18 DHS,female,secondary or higher,35-39,19.6
AL,Albania,2017,2017-18 DHS,female,secondary or higher,40-44,15.2
AL,Albania,2017,2017-18 DHS,female,secondary or higher,45-49,16.7
AO,Angola,2006,2006-07 MIS,male,secondary or higher,15-19,NA
AO,Angola,2006,2006-07 MIS,male,secondary or higher,20-24,NA
AO,Angola,2006,2006-07 MIS,male,secondary or higher,25-29,NA
AO,Angola,2006,2006-07 MIS,male,secondary or higher,30-34,NA
AO,Angola,2006,2006-07 MIS,male,secondary or higher,35-39,NA
AO,Angola,2006,2006-07 MIS,male,secondary or higher,40-44,NA
AO,Angola,2006,2006-07 MIS,male,secondary or higher,45-49,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,15-19,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,20-24,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,25-29,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,30-34,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,35-39,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,40-44,NA
AO,Angola,2011,2011 MIS,male,secondary or higher,45-49,NA
AO,Angola,2015,2015-16 DHS,male,secondary or higher,15-19,0.6
AO,Angola,2015,2015-16 DHS,male,secondary or higher,20-24,8.1
AO,Angola,2015,2015-16 DHS,male,secondary or higher,25-29,13.3
AO,Angola,2015,2015-16 DHS,male,secondary or higher,30-34,12.3
AO,Angola,2015,2015-16 DHS,male,secondary or higher,35-39,12.1
AO,Angola,2015,2015-16 DHS,male,secondary or higher,40-44,6.3
AO,Angola,2015,2015-16 DHS,male,secondary or higher,45-49,8.2
AO,Angola,2006,2006-07 MIS,female,secondary or higher,15-19,15.4
AO,Angola,2006,2006-07 MIS,female,secondary or higher,20-24,25.1
AO,Angola,2006,2006-07 MIS,female,secondary or higher,25-29,19.3
AO,Angola,2006,2006-07 MIS,female,secondary or higher,30-34,12.0
AO,Angola,2006,2006-07 MIS,female,secondary or higher,35-39,12.0
AO,Angola,2006,2006-07 MIS,female,secondary or higher,40-44,12.6
AO,Angola,2006,2006-07 MIS,female,secondary or higher,45-49,12.1
AO,Angola,2011,2011 MIS,female,secondary or higher,15-19,13.4
AO,Angola,2011,2011 MIS,female,secondary or higher,20-24,25.5
AO,Angola,2011,2011 MIS,female,secondary or higher,25-29,23.9
AO,Angola,2011,2011 MIS,female,secondary or higher,30-34,18.2
AO,Angola,2011,2011 MIS,female,secondary or higher,35-39,13.2
AO,Angola,2011,2011 MIS,female,secondary or higher,40-44,15.6
AO,Angola,2011,2011 MIS,female,secondary or higher,45-49,12.3
AO,Angola,2015,2015-16 DHS,female,secondary or higher,15-19,0.5
AO,Angola,2015,2015-16 DHS,female,secondary or higher,20-24,5.1
AO,Angola,2015,2015-16 DHS,female,secondary or higher,25-29,8.9
AO,Angola,2015,2015-16 DHS,female,secondary or higher,30-34,7.5
AO,Angola,2015,2015-16 DHS,female,secondary or higher,35-39,5.0
AO,Angola,2015,2015-16 DHS,female,secondary or higher,40-44,4.6
AO,Angola,2015,2015-16 DHS,female,secondary or higher,45-49,2.8
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,15-19,NA
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,20-24,38.5
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,25-29,39.2
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,30-34,44.2
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,35-39,35.0
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,40-44,32.4
BD,Bangladesh,2007,2007 DHS,male,secondary or higher,45-49,33.9
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,15-19,NA
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,20-24,41.0
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,25-29,44.5
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,30-34,40.3
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,35-39,41.5
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,40-44,41.8
BD,Bangladesh,2011,2011 DHS,male,secondary or higher,45-49,34.1
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,15-19,NA
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,20-24,NA
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,25-29,NA
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,30-34,NA
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,35-39,NA
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,40-44,NA
BD,Bangladesh,2014,2014 DHS,male,secondary or higher,45-49,NA
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,15-19,61.5
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,20-24,53.1
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,25-29,39.1
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,30-34,28.4
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,35-39,23.8
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,40-44,16.8
BD,Bangladesh,2007,2007 DHS,female,secondary or higher,45-49,15.0
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,15-19,64.8
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,20-24,60.2
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,25-29,49.9
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,30-34,37.1
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,35-39,29.9
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,40-44,21.8
BD,Bangladesh,2011,2011 DHS,female,secondary or higher,45-49,16.5
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,15-19,68.1
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,20-24,63.6
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,25-29,55.9
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,30-34,43.2
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,35-39,31.4
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,40-44,22.4
BD,Bangladesh,2014,2014 DHS,female,secondary or higher,45-49,20.3
BJ,Benin,2001,2001 DHS,male,secondary or higher,15-19,43.7
BJ,Benin,2001,2001 DHS,male,secondary or higher,20-24,32.7
BJ,Benin,2001,2001 DHS,male,secondary or higher,25-29,22.6
BJ,Benin,2001,2001 DHS,male,secondary or higher,30-34,30.7
BJ,Benin,2001,2001 DHS,male,secondary or higher,35-39,31.4
BJ,Benin,2001,2001 DHS,male,secondary or higher,40-44,17.8
BJ,Benin,2001,2001 DHS,male,secondary or higher,45-49,16.2
BJ,Benin,2006,2006 DHS,male,secondary or higher,15-19,55.2
BJ,Benin,2006,2006 DHS,male,secondary or higher,20-24,53.7
BJ,Benin,2006,2006 DHS,male,secondary or higher,25-29,28.0
BJ,Benin,2006,2006 DHS,male,secondary or higher,30-34,22.6
BJ,Benin,2006,2006 DHS,male,secondary or higher,35-39,27.8
BJ,Benin,2006,2006 DHS,male,secondary or higher,40-44,27.0
BJ,Benin,2006,2006 DHS,male,secondary or higher,45-49,22.8
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,15-19,65.3
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,20-24,59.8
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,25-29,40.6
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,30-34,31.3
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,35-39,24.6
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,40-44,29.5
BJ,Benin,2012,2011-12 DHS,male,secondary or higher,45-49,30.8
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,15-19,1.1
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,20-24,10.5
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,25-29,10.8
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,30-34,10.5
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,35-39,7.5
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,40-44,3.6
BJ,Benin,2017,2017-18 DHS,male,secondary or higher,45-49,3.1
BJ,Benin,2001,2001 DHS,female,secondary or higher,15-19,23.0
BJ,Benin,2001,2001 DHS,female,secondary or higher,20-24,14.0
BJ,Benin,2001,2001 DHS,female,secondary or higher,25-29,10.1
BJ,Benin,2001,2001 DHS,female,secondary or higher,30-34,13.7
BJ,Benin,2001,2001 DHS,female,secondary or higher,35-39,11.9
BJ,Benin,2001,2001 DHS,female,secondary or higher,40-44,9.0
BJ,Benin,2001,2001 DHS,female,secondary or higher,45-49,8.1
BJ,Benin,2006,2006 DHS,female,secondary or higher,15-19,35.5
BJ,Benin,2006,2006 DHS,female,secondary or higher,20-24,21.1
BJ,Benin,2006,2006 DHS,female,secondary or higher,25-29,9.9
BJ,Benin,2006,2006 DHS,female,secondary or higher,30-34,10.1
BJ,Benin,2006,2006 DHS,female,secondary or higher,35-39,11.0
BJ,Benin,2006,2006 DHS,female,secondary or higher,40-44,11.9
BJ,Benin,2006,2006 DHS,female,secondary or higher,45-49,5.9
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,15-19,51.4
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,20-24,31.1
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,25-29,17.0
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,30-34,11.7
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,35-39,9.9
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,40-44,11.4
BJ,Benin,2012,2011-12 DHS,female,secondary or higher,45-49,14.5
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,15-19,0.8
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,20-24,3.7
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,25-29,2.9
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,30-34,2.7
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,35-39,1.4
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,40-44,1.0
BJ,Benin,2017,2017-18 DHS,female,secondary or higher,45-49,0.3
BO,Bolivia,2003,2003 DHS,male,secondary or higher,15-19,66.9
BO,Bolivia,2003,2003 DHS,male,secondary or higher,20-24,70.8
BO,Bolivia,2003,2003 DHS,male,secondary or higher,25-29,64.0
BO,Bolivia,2003,2003 DHS,male,secondary or higher,30-34,54.2
BO,Bolivia,2003,2003 DHS,male,secondary or higher,35-39,44.7
BO,Bolivia,2003,2003 DHS,male,secondary or higher,40-44,47.0
BO,Bolivia,2003,2003 DHS,male,secondary or higher,45-49,45.3
BO,Bolivia,2008,2008 DHS,male,secondary or higher,15-19,74.8
BO,Bolivia,2008,2008 DHS,male,secondary or higher,20-24,80.9
BO,Bolivia,2008,2008 DHS,male,secondary or higher,25-29,73.6
BO,Bolivia,2008,2008 DHS,male,secondary or higher,30-34,62.1
BO,Bolivia,2008,2008 DHS,male,secondary or higher,35-39,56.6
BO,Bolivia,2008,2008 DHS,male,secondary or higher,40-44,54.9
BO,Bolivia,2008,2008 DHS,male,secondary or higher,45-49,49.5
BO,Bolivia,2003,2003 DHS,female,secondary or higher,15-19,62.7
BO,Bolivia,2003,2003 DHS,female,secondary or higher,20-24,60.5
BO,Bolivia,2003,2003 DHS,female,secondary or higher,25-29,48.9
BO,Bolivia,2003,2003 DHS,female,secondary or higher,30-34,40.9
BO,Bolivia,2003,2003 DHS,female,secondary or higher,35-39,34.4
BO,Bolivia,2003,2003 DHS,female,secondary or higher,40-44,30.7
BO,Bolivia,2003,2003 DHS,female,secondary or higher,45-49,27.9
BO,Bolivia,2008,2008 DHS,female,secondary or higher,15-19,71.5
BO,Bolivia,2008,2008 DHS,female,secondary or higher,20-24,71.1
BO,Bolivia,2008,2008 DHS,female,secondary or higher,25-29,57.9
BO,Bolivia,2008,2008 DHS,female,secondary or higher,30-34,48.2
BO,Bolivia,2008,2008 DHS,female,secondary or higher,35-39,42.4
BO,Bolivia,2008,2008 DHS,female,secondary or higher,40-44,35.0
BO,Bolivia,2008,2008 DHS,female,secondary or higher,45-49,28.8
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,15-19,21.9
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,20-24,22.6
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,25-29,19.9
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,30-34,22.8
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,35-39,16.2
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,40-44,4.1
BF,Burkina Faso,2003,2003 DHS,male,secondary or higher,45-49,7.0
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,15-19,29.6
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,20-24,29.9
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,25-29,20.2
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,30-34,17.2
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,35-39,15.1
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,40-44,9.2
BF,Burkina Faso,2010,2010 DHS,male,secondary or higher,45-49,7.1
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,15-19,NA
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,20-24,NA
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,25-29,NA
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,30-34,NA
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,35-39,NA
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,40-44,NA
BF,Burkina Faso,2014,2014 MIS,male,secondary or higher,45-49,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,15-19,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,20-24,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,25-29,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,30-34,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,35-39,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,40-44,NA
BF,Burkina Faso,2017,2017-18 MIS,male,secondary or higher,45-49,NA
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,15-19,13.8
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,20-24,12.7
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,25-29,8.7
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,30-34,5.8
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,35-39,3.9
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,40-44,4.0
BF,Burkina Faso,2003,2003 DHS,female,secondary or higher,45-49,3.2
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,15-19,22.6
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,20-24,16.6
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,25-29,10.4
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,30-34,9.4
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,35-39,6.2
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,40-44,5.6
BF,Burkina Faso,2010,2010 DHS,female,secondary or higher,45-49,3.9
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,15-19,36.9
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,20-24,21.5
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,25-29,15.3
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,30-34,11.7
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,35-39,8.1
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,40-44,7.3
BF,Burkina Faso,2014,2014 MIS,female,secondary or higher,45-49,3.9
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,15-19,0.0
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,20-24,2.7
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,25-29,1.7
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,30-34,1.6
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,35-39,1.3
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,40-44,1.1
BF,Burkina Faso,2017,2017-18 MIS,female,secondary or higher,45-49,0.0
BU,Burundi,2010,2010 DHS,male,secondary or higher,15-19,25.3
BU,Burundi,2010,2010 DHS,male,secondary or higher,20-24,37.6
BU,Burundi,2010,2010 DHS,male,secondary or higher,25-29,17.8
BU,Burundi,2010,2010 DHS,male,secondary or higher,30-34,21.3
BU,Burundi,2010,2010 DHS,male,secondary or higher,35-39,10.5
BU,Burundi,2010,2010 DHS,male,secondary or higher,40-44,8.4
BU,Burundi,2010,2010 DHS,male,secondary or higher,45-49,7.0
BU,Burundi,2012,2012 MIS,male,secondary or higher,15-19,NA
BU,Burundi,2012,2012 MIS,male,secondary or higher,20-24,NA
BU,Burundi,2012,2012 MIS,male,secondary or higher,25-29,NA
BU,Burundi,2012,2012 MIS,male,secondary or higher,30-34,NA
BU,Burundi,2012,2012 MIS,male,secondary or higher,35-39,NA
BU,Burundi,2012,2012 MIS,male,secondary or higher,40-44,NA
BU,Burundi,2012,2012 MIS,male,secondary or higher,45-49,NA
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,15-19,0.0
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,20-24,2.2
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,25-29,6.6
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,30-34,4.4
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,35-39,3.0
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,40-44,2.3
BU,Burundi,2016,2016-17 DHS,male,secondary or higher,45-49,1.8
BU,Burundi,2010,2010 DHS,female,secondary or higher,15-19,18.4
BU,Burundi,2010,2010 DHS,female,secondary or higher,20-24,16.6
BU,Burundi,2010,2010 DHS,female,secondary or higher,25-29,10.9
BU,Burundi,2010,2010 DHS,female,secondary or higher,30-34,9.5
BU,Burundi,2010,2010 DHS,female,secondary or higher,35-39,7.0
BU,Burundi,2010,2010 DHS,female,secondary or higher,40-44,3.8
BU,Burundi,2010,2010 DHS,female,secondary or higher,45-49,2.4
BU,Burundi,2012,2012 MIS,female,secondary or higher,15-19,30.2
BU,Burundi,2012,2012 MIS,female,secondary or higher,20-24,21.3
BU,Burundi,2012,2012 MIS,female,secondary or higher,25-29,12.4
BU,Burundi,2012,2012 MIS,female,secondary or higher,30-34,10.4
BU,Burundi,2012,2012 MIS,female,secondary or higher,35-39,6.6
BU,Burundi,2012,2012 MIS,female,secondary or higher,40-44,4.4
BU,Burundi,2012,2012 MIS,female,secondary or higher,45-49,2.5
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,15-19,0.0
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,20-24,1.4
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,25-29,2.7
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,30-34,1.7
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,35-39,1.5
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,40-44,0.7
BU,Burundi,2016,2016-17 DHS,female,secondary or higher,45-49,0.6
KH,Cambodia,2000,2000 DHS,male,secondary or higher,15-19,NA
KH,Cambodia,2000,2000 DHS,male,secondary or higher,20-24,NA
KH,Cambodia,2000,2000 DHS,male,secondary or higher,25-29,NA
