"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","1991","1991",96.04136,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2001","2001",97.19341,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2006","2006",98.51077,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2009","2009",99.00176,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2010","2010",98.92807,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2011","2011",98.99984,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2012","2012",99.09995,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2013","2013",99.09121,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2014","2014",98.93282,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2015","2015",99.20877,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2016","2016",99.1431,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ARG","Argentina","2018","2018",99.06204,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","1997","1997",86.06289,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2004","2004",92.27997,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2006","2006",93.45001,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2007","2007",93.81048,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2008","2008",92.53616,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2009","2009",94.59917,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2010","2010",94.93201,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2011","2011",95.26724,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2012","2012",95.90622,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2013","2013",96.2849,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2014","2014",96.42839,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2015","2015",96.69073,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2016","2016",96.93023,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PSE","Palestine","2018","2018",97.21861,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","1982","1982",91.1284,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","1992","1992",94.29114,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2002","2002",95.71662,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2008","2008",98.64901,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2009","2009",98.55368,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2011","2011",96.70301,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2013","2013",96.26706,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2015","2015",96.87413,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CHL","Chile","2017","2017",96.40228,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LBY","Libya","1984","1984",42.31355,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LBY","Libya","1994","1994",63.7,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LBY","Libya","2004","2004",77.8,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","DZA","Algeria","1987","1987",35.83992,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","DZA","Algeria","2002","2002",60.07508,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","DZA","Algeria","2006","2006",63.91879,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","DZA","Algeria","2008","2008",67.54875,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","DZA","Algeria","2018","2018",75.32297,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GAB","Gabon","1993","1993",79.44418,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GAB","Gabon","2012","2012",84.8733,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GAB","Gabon","2018","2018",85.85235,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PAN","Panama","1980","1980",88.07174,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PAN","Panama","1990","1990",88.77986,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PAN","Panama","2000","2000",91.89962,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PAN","Panama","2010","2010",94.09412,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PAN","Panama","2018","2018",95.41181,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ATG","Antigua and Barbuda","2001","2001",98.4,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ATG","Antigua and Barbuda","2011","2011",98.4,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ATG","Antigua and Barbuda","2015","2015",98.4,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","1984","1984",48.1907,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2004","2004",74.297,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2007","2007",77.1904,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2008","2008",77.56113,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2010","2010",79.13058,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2011","2011",79.65391,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2012","2012",80.21875,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUN","Tunisia","2014","2014",79.03643,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","1981","1981",73.59025,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2002","2002",86.81102,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2007","2007",88.21015,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2010","2010",89.37704,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2011","2011",89.98501,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2012","2012",90.08482,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2013","2013",90.45813,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2014","2014",91.3716,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2015","2015",91.65071,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","DOM","Dominican Republic","2016","2016",93.7936,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GAB","Gabon","1993","1993",65.32631,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GAB","Gabon","2012","2012",79.87897,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GAB","Gabon","2018","2018",83.42397,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRD","Grenada","1970","1970",97.79447,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRD","Grenada","1984","1984",98.6,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRD","Grenada","1994","1994",98.6,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRD","Grenada","2004","2004",98.6,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRD","Grenada","2014","2014",98.6,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","1982","1982",43.71439,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","1994","1994",55.15517,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","2004","2004",65.70676,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","2008","2008",68.36586,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","2009","2009",68.91762,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","2011","2011",76.07358,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","2012","2012",80.38336,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MAR","Morocco","2018","2018",83.30135,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COD","Democratic Republic of the Congo","2001","2001",67.17299,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COD","Democratic Republic of the Congo","2007","2007",61.20555,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COD","Democratic Republic of the Congo","2012","2012",75.01719,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COD","Democratic Republic of the Congo","2016","2016",77.04268,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BEN","Benin","1979","1979",16.48279,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BEN","Benin","1992","1992",27.24525,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BEN","Benin","2002","2002",34.65785,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BEN","Benin","2006","2006",28.70211,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BEN","Benin","2012","2012",32.94882,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BEN","Benin","2018","2018",42.3624,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BDI","Burundi","1979","1979",34.26271,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BDI","Burundi","1990","1990",48.23625,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BDI","Burundi","2000","2000",67.30693,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BDI","Burundi","2008","2008",53.12839,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BDI","Burundi","2014","2014",69.69251,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BDI","Burundi","2017","2017",76.29605,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","RUS","Russian Federation","1989","1989",99.45624,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","RUS","Russian Federation","2002","2002",99.69408,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","RUS","Russian Federation","2010","2010",99.72831,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","RUS","Russian Federation","2018","2018",99.72516,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TLS","Timor-Leste","2001","2001",30,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TLS","Timor-Leste","2007","2007",42.5,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TLS","Timor-Leste","2010","2010",52.959,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TLS","Timor-Leste","2018","2018",64.21094,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","WSM","Samoa","1991","1991",97.42174,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","WSM","Samoa","2011","2011",99.06953,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","WSM","Samoa","2018","2018",99.24504,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","VNM","Viet Nam","1979","1979",90.38147,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","VNM","Viet Nam","1989","1989",93.00299,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","VNM","Viet Nam","1999","1999",93.91826,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","VNM","Viet Nam","2000","2000",93.93268,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","VNM","Viet Nam","2009","2009",95.78533,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","VNM","Viet Nam","2018","2018",96.45678,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KGZ","Kyrgyzstan","1999","1999",98.70161,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KGZ","Kyrgyzstan","2009","2009",99.24343,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KGZ","Kyrgyzstan","2018","2018",99.586,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","1975","1975",45.09892,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","1980","1980",49.80641,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","1985","1985",64.23172,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","1990","1990",68.51966,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2004","2004",79.58169,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2005","2005",80.54895,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2006","2006",80.38516,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2007","2007",81.26383,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2009","2009",85.34716,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2010","2010",88.07317,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2011","2011",90.3101,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2012","2012",91.60452,"+","National Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2013","2013",92.13808,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2014","2014",92.40182,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2015","2015",92.64581,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2016","2016",93.56301,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TUR","Turkey","2017","2017",93.49827,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MTQ","Martinique","1982","1982",92.79569,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MTQ","Martinique","1994","1994",95.3,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MTQ","Martinique","2004","2004",96.9,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MTQ","Martinique","2014","2014",96.9,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","1981","1981",90.51232,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","1991","1991",92.61045,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","2001","2001",95.99436,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","2005","2005",93.04431,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","2007","2007",93.93155,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","2009","2009",93.90511,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","2011","2011",97.36874,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GRC","Greece","2018","2018",97.93595,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IND","India","1981","1981",54.84102,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IND","India","1991","1991",61.64192,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IND","India","2001","2001",73.41186,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IND","India","2006","2006",75.1919,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IND","India","2011","2011",78.87723,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IND","India","2018","2018",82.36671,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UKR","Ukraine","2001","2001",99.74343,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","UKR","Ukraine","2012","2012",99.99394,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NPL","Nepal","1981","1981",9.15312,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NPL","Nepal","1991","1991",17.38179,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NPL","Nepal","2001","2001",34.88676,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NPL","Nepal","2011","2011",48.83759,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NPL","Nepal","2018","2018",59.72443,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SYC","Seychelles","1987","1987",85.4893,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SYC","Seychelles","1994","1994",88.5866,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SYC","Seychelles","2002","2002",92.25898,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SYC","Seychelles","2010","2010",94.44898,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SYC","Seychelles","2018","2018",96.3502,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GIN","Guinea","1996","1996",9.74307,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GIN","Guinea","2003","2003",18.23868,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GIN","Guinea","2010","2010",12.19195,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GIN","Guinea","2014","2014",21.96225,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","1992","1992",74.14316,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2006","2006",83.55946,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2007","2007",82.02863,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2008","2008",83.9513,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2009","2009",84.10289,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2010","2010",84.49272,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2011","2011",85.49399,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2013","2013",86.76758,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2015","2015",87.96985,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2016","2016",88.14177,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2017","2017",88.48271,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLV","El Salvador","2018","2018",89.0086,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","1981","1981",69.75351,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","1991","1991",84.01383,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","2001","2001",86.54874,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","2010","2010",90.9774,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","2016","2016",97.06668,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","2017","2017",97.40389,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BHR","Bahrain","2018","2018",97.46419,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TTO","Trinidad and Tobago","1980","1980",96.52153,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TTO","Trinidad and Tobago","1990","1990",98.0098,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TTO","Trinidad and Tobago","2000","2000",98.75,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TTO","Trinidad and Tobago","2010","2010",99.14,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ABW","Aruba","2000","2000",97.29125,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ABW","Aruba","2010","2010",96.82264,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ABW","Aruba","2018","2018",97.80742,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","1980","1980",82.76215,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","1990","1990",93.18072,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","1994","1994",94.53865,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","2000","2000",92.65491,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","2003","2003",93.56453,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","2008","2008",95.82563,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","2013","2013",96.78736,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PHL","Philippines","2015","2015",98.24175,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2001","2001",80.01103,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2007","2007",83.58899,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2010","2010",84.75536,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2011","2011",85.1233,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2012","2012",85.35555,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2013","2013",85.46442,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2014","2014",87.19753,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2015","2015",87.90683,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2016","2016",88.98748,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HND","Honduras","2018","2018",87.20524,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","RUS","Russian Federation","1989","1989",97.98605,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","RUS","Russian Federation","2002","2002",99.44097,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","RUS","Russian Federation","2010","2010",99.68427,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","RUS","Russian Federation","2018","2018",99.73006,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","YEM","Yemen","1994","1994",37.09,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","YEM","Yemen","2004","2004",54.1,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CUB","Cuba","2002","2002",99.80731,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CUB","Cuba","2012","2012",99.70606,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BWA","Botswana","1991","1991",65.38694,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BWA","Botswana","2003","2003",80.43011,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BWA","Botswana","2013","2013",86.12214,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2000","2000",98.64258,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2013","2013",99.99486,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2014","2014",99.98055,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2015","2015",99.98383,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2016","2016",99.98657,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","UZB","Uzbekistan","2018","2018",99.99289,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAK","Pakistan","1981","1981",14.77155,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAK","Pakistan","1998","1998",29.04384,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PAK","Pakistan","2005","2005",35.36752,,
